PO Number,Received Quantity,Condition
PO-50977,78,Incomplete
PO-23611,21,Damaged
PO-68044,100,Incomplete
PO-44463,45,Good
PO-47595,43,Incomplete
PO-10475,69,Damaged
PO-11217,37,Good
PO-77532,51,Incomplete
PO-80080,21,Damaged
PO-16175,29,Good
PO-18097,31,Damaged
PO-24832,74,Incomplete
PO-59753,13,Damaged
PO-54171,29,Good
PO-33187,85,Good
PO-15655,1,Good
PO-57269,27,Good
PO-53953,64,Damaged
PO-56378,79,Damaged
PO-79199,8,Damaged
PO-37692,97,Damaged
PO-42175,50,Damaged
PO-81862,84,Damaged
PO-87224,97,Damaged
PO-71362,17,Damaged
PO-74031,62,Incomplete
PO-21924,76,Good
PO-28689,24,Good
PO-43151,32,Damaged
PO-14964,2,Incomplete
PO-31118,46,Damaged
PO-71600,51,Damaged
PO-60652,92,Damaged
PO-37379,40,Incomplete
PO-50114,10,Good
PO-31013,63,Incomplete
PO-59529,90,Damaged
PO-62620,60,Damaged
PO-60320,76,Damaged
PO-72449,65,Incomplete
PO-20713,74,Incomplete
PO-23371,46,Damaged
PO-79109,82,Good
PO-89910,83,Incomplete
PO-86412,84,Incomplete
PO-19876,97,Good
PO-77224,26,Incomplete
PO-23823,28,Damaged
PO-34511,51,Incomplete
PO-60257,27,Damaged
PO-48981,95,Good
PO-96212,79,Incomplete
PO-67830,30,Good
PO-64331,36,Good
PO-19421,17,Incomplete
PO-41612,93,Damaged
PO-99359,20,Damaged
PO-60029,25,Good
PO-54928,19,Damaged
PO-23360,90,Good
PO-56546,67,Good
PO-15659,88,Incomplete
PO-21292,9,Damaged
PO-78476,16,Incomplete
PO-21442,1,Incomplete
PO-94966,88,Incomplete
PO-44177,54,Incomplete
PO-91533,47,Good
PO-30631,59,Incomplete
PO-84093,5,Incomplete
PO-60873,80,Good
PO-74286,49,Good
PO-92010,100,Incomplete
PO-18989,29,Damaged
PO-17265,76,Incomplete
PO-11014,69,Incomplete
PO-52314,44,Incomplete
PO-99485,89,Damaged
PO-12285,28,Damaged
PO-64203,88,Good
PO-94201,72,Good
PO-82831,50,Damaged
PO-88154,51,Damaged
PO-46966,50,Damaged
PO-52689,51,Damaged
PO-79116,76,Good
PO-66231,14,Incomplete
PO-65218,37,Damaged
PO-92184,28,Incomplete
PO-88586,34,Incomplete
PO-42723,28,Incomplete
PO-40106,77,Damaged
PO-36906,74,Damaged
PO-77107,10,Good
PO-63289,55,Good
PO-73199,73,Good
PO-66563,64,Damaged
PO-97977,52,Incomplete
PO-76925,100,Good
PO-13523,75,Good
PO-37472,36,Good
PO-39164,21,Damaged
PO-94438,55,Good
PO-43757,40,Good
PO-17180,26,Damaged
PO-51646,78,Incomplete
PO-56993,57,Good
PO-57117,73,Damaged
PO-15434,23,Damaged
PO-54741,23,Damaged
PO-38930,57,Incomplete
PO-27033,18,Damaged
PO-64824,59,Damaged
PO-69905,24,Incomplete
PO-34519,34,Good
PO-55075,67,Good
PO-92089,5,Damaged
PO-30284,97,Good
PO-34014,7,Good
PO-36993,10,Good
PO-38776,67,Incomplete
PO-20177,89,Incomplete
PO-91961,54,Incomplete
PO-11202,100,Good
PO-40273,62,Good
PO-97234,6,Good
PO-90561,43,Good
PO-98041,82,Good
PO-34761,66,Incomplete
PO-20501,54,Incomplete
PO-40341,43,Good
PO-20235,80,Good
PO-65813,14,Good
PO-75566,42,Good
PO-41793,67,Good
PO-95665,6,Damaged
PO-22020,24,Good
PO-73649,46,Damaged
PO-87651,40,Damaged
PO-36108,30,Good
PO-12138,17,Damaged
PO-13351,16,Good
PO-74298,92,Damaged
PO-49213,46,Good
PO-92018,74,Good
PO-75509,38,Good
PO-79969,4,Incomplete
PO-66077,33,Damaged
PO-73114,83,Incomplete
PO-62256,5,Good
PO-80860,35,Damaged
PO-64643,48,Incomplete
PO-24291,83,Good
PO-65650,49,Good
PO-41938,70,Damaged
PO-17273,55,Good
PO-40707,37,Good
PO-34000,93,Good
PO-19576,29,Good
PO-11108,23,Good
PO-37836,33,Good
PO-81211,72,Good
PO-70080,96,Good
PO-58124,68,Good
PO-18715,64,Good
PO-62063,47,Good
PO-46944,91,Good
PO-78387,36,Good
PO-12711,77,Damaged
PO-80003,99,Incomplete
PO-14158,6,Good
PO-26271,19,Good
PO-18953,45,Incomplete
PO-14806,9,Incomplete
PO-36827,8,Incomplete
PO-60314,1,Incomplete
PO-32268,41,Good
PO-80794,57,Good
PO-31338,56,Good
PO-33349,93,Good
PO-38365,57,Good
PO-25521,48,Incomplete
PO-54673,53,Good
PO-72395,43,Incomplete
PO-22979,88,Incomplete
PO-10992,17,Damaged
PO-11462,9,Good
PO-93045,8,Good
PO-76321,20,Good
PO-69046,73,Incomplete
PO-88683,44,Incomplete
PO-13259,94,Good
PO-18202,25,Incomplete
PO-14943,1,Damaged
PO-96040,88,Incomplete
PO-82936,5,Incomplete
PO-25250,58,Incomplete
PO-12044,33,Good
PO-38833,55,Good
PO-20654,37,Damaged
PO-12268,10,Good
PO-29762,41,Good
PO-50805,49,Damaged
PO-64290,71,Incomplete
PO-38642,65,Damaged
PO-41458,26,Incomplete
PO-19779,27,Damaged
PO-16903,23,Good
PO-86716,92,Incomplete
PO-38430,33,Incomplete
PO-53794,59,Good
PO-29752,6,Good
PO-80690,42,Damaged
PO-42040,38,Incomplete
PO-95768,36,Good
PO-14599,54,Damaged
PO-22930,48,Good
PO-30209,43,Good
PO-15290,30,Incomplete
PO-42079,18,Incomplete
PO-72217,86,Good
PO-97238,73,Damaged
PO-15582,6,Incomplete
PO-36914,17,Damaged
PO-38634,17,Damaged
PO-96387,79,Good
PO-80035,32,Incomplete
PO-12017,69,Good
PO-22483,61,Good
PO-30972,15,Incomplete
PO-99160,59,Damaged
PO-46348,36,Good
PO-30763,53,Incomplete
PO-99541,99,Incomplete
PO-61736,69,Good
PO-30808,14,Damaged
PO-36112,97,Damaged
PO-12993,72,Incomplete
PO-31867,26,Damaged
PO-30020,23,Damaged
PO-72626,72,Damaged
PO-33887,66,Incomplete
PO-96185,70,Incomplete
PO-36691,60,Good
PO-52632,10,Good
PO-29178,75,Good
PO-51208,66,Good
PO-47337,39,Good
PO-71043,53,Damaged
PO-72667,69,Good
PO-64669,19,Incomplete
PO-44234,37,Good
PO-16471,100,Damaged
PO-59789,52,Good
PO-97092,31,Good
PO-15420,91,Damaged
PO-70803,25,Damaged
PO-23165,25,Good
PO-65817,33,Incomplete
PO-44974,9,Good
PO-77138,52,Incomplete
PO-11174,65,Incomplete
PO-54192,11,Incomplete
PO-14069,42,Good
PO-22865,59,Incomplete
PO-35166,66,Incomplete
PO-92958,18,Damaged
PO-47840,1,Incomplete
PO-47816,63,Good
PO-98288,96,Damaged
PO-72926,100,Incomplete
PO-34808,17,Incomplete
PO-69015,42,Good
PO-87263,28,Incomplete
PO-58760,81,Good
PO-59317,16,Incomplete
PO-30362,80,Damaged
PO-80456,7,Damaged
PO-37242,71,Damaged
PO-23903,54,Incomplete
PO-27242,66,Good
PO-68391,29,Incomplete
PO-36445,10,Damaged
PO-62863,21,Incomplete
PO-34506,11,Good
PO-23474,74,Incomplete
PO-78185,26,Incomplete
PO-73014,10,Damaged
PO-24790,30,Incomplete
PO-22196,67,Incomplete
PO-38005,22,Incomplete
PO-25151,94,Damaged
PO-30212,90,Damaged
PO-60636,50,Good
PO-95314,46,Good
PO-85744,47,Good
PO-96629,2,Incomplete
PO-72712,10,Damaged
PO-15217,16,Good
PO-22896,57,Damaged
PO-41980,84,Damaged
PO-36599,3,Damaged
PO-56577,35,Damaged
PO-64665,68,Damaged
PO-50426,100,Good
PO-55955,45,Incomplete
PO-49555,23,Good
PO-81904,54,Good
PO-46629,90,Incomplete
PO-85518,33,Damaged
PO-36509,64,Incomplete
PO-23296,87,Incomplete
PO-95547,13,Incomplete
PO-60786,56,Incomplete
PO-52452,21,Damaged
PO-79648,4,Damaged
PO-13947,64,Incomplete
PO-61164,77,Incomplete
PO-48227,77,Good
PO-28451,57,Incomplete
PO-72182,59,Damaged
PO-70552,1,Incomplete
PO-90034,79,Incomplete
PO-72799,17,Incomplete
PO-82916,16,Incomplete
PO-51481,50,Damaged
PO-37371,99,Incomplete
PO-51401,32,Damaged
PO-75921,26,Incomplete
PO-30549,68,Incomplete
PO-72332,57,Good
PO-83452,37,Incomplete
PO-44923,65,Damaged
PO-92363,29,Good
PO-57249,86,Good
PO-45220,16,Damaged
PO-92616,58,Incomplete
PO-76599,40,Damaged
PO-38690,54,Good
PO-63796,96,Damaged
PO-97661,60,Good
PO-35645,40,Good
PO-91699,74,Good
PO-71046,25,Incomplete
PO-94012,72,Incomplete
PO-82621,66,Good
PO-90799,41,Incomplete
PO-57208,12,Damaged
PO-12043,84,Good
PO-17055,22,Incomplete
PO-88638,44,Damaged
PO-16980,72,Damaged
PO-83696,65,Damaged
PO-21178,33,Incomplete
PO-92489,78,Damaged
PO-45722,15,Incomplete
PO-50748,3,Incomplete
PO-58048,11,Good
PO-50171,50,Incomplete
PO-31286,40,Good
PO-28275,61,Incomplete
PO-76017,100,Good
PO-38293,5,Good
PO-31500,35,Incomplete
PO-35759,84,Good
PO-63644,12,Damaged
PO-30403,89,Damaged
PO-40618,28,Damaged
PO-19111,36,Incomplete
PO-58960,85,Incomplete
PO-29171,43,Good
PO-98414,90,Damaged
PO-51060,71,Good
PO-22236,41,Damaged
PO-19343,7,Good
PO-14578,97,Good
PO-13678,64,Incomplete
PO-90631,26,Good
PO-52439,64,Damaged
PO-17208,3,Damaged
PO-95392,83,Damaged
PO-32340,57,Good
PO-38743,73,Damaged
PO-87698,95,Good
PO-53261,56,Damaged
PO-87578,28,Good
PO-81472,89,Good
PO-29176,89,Incomplete
PO-20556,13,Damaged
PO-93797,86,Damaged
PO-44137,18,Damaged
PO-10254,92,Good
PO-75165,98,Damaged
PO-64317,56,Damaged
PO-24458,28,Good
PO-71202,61,Good
PO-89558,78,Damaged
PO-10858,49,Incomplete
PO-59157,19,Damaged
PO-29460,41,Good
PO-41136,1,Good
PO-63237,11,Damaged
PO-61042,56,Incomplete
PO-33439,45,Damaged
PO-74394,96,Good
PO-51707,89,Good
PO-15717,61,Good
PO-76369,59,Incomplete
PO-28685,61,Damaged
PO-70506,83,Damaged
PO-26362,83,Incomplete
PO-57411,31,Good
PO-27858,78,Damaged
PO-71540,20,Incomplete
PO-36275,79,Incomplete
PO-58218,74,Good
PO-28818,70,Damaged
PO-97392,41,Incomplete
PO-13648,38,Damaged
PO-27360,10,Damaged
PO-35221,63,Good
PO-16307,3,Good
PO-66355,65,Good
PO-21336,84,Incomplete
PO-74658,100,Damaged
PO-49427,31,Incomplete
PO-29962,51,Damaged
PO-89578,9,Damaged
PO-46371,17,Damaged
PO-87171,73,Good
PO-34968,17,Damaged
PO-68390,52,Damaged
PO-84171,79,Good
PO-78571,8,Damaged
PO-10596,57,Damaged
PO-17483,59,Incomplete
PO-19159,73,Good
PO-39156,84,Incomplete
PO-68624,45,Incomplete
PO-60462,37,Damaged
PO-78995,50,Incomplete
PO-93204,16,Incomplete
PO-85890,51,Damaged
PO-71004,99,Incomplete
PO-29211,62,Damaged
PO-98612,80,Good
PO-76888,61,Incomplete
PO-18760,2,Damaged
PO-46132,25,Good
PO-87175,18,Good
PO-21807,90,Good
PO-89751,47,Good
PO-86723,92,Damaged
PO-61083,29,Good
PO-59660,10,Incomplete
PO-67942,52,Incomplete
PO-45183,25,Good
PO-58985,18,Damaged
PO-87690,40,Incomplete
PO-38375,97,Good
PO-28788,25,Damaged
PO-27316,38,Incomplete
PO-68920,95,Incomplete
PO-34246,24,Good
PO-83523,24,Good
PO-71524,52,Damaged
PO-36192,93,Good
PO-46551,35,Incomplete
PO-49364,91,Damaged
PO-22025,8,Damaged
PO-49707,15,Good
PO-74114,27,Incomplete
PO-36187,23,Incomplete
PO-43177,12,Incomplete
PO-60407,32,Damaged
PO-24347,11,Damaged
PO-74140,35,Incomplete
PO-36011,33,Damaged
PO-67334,53,Damaged
PO-85891,55,Damaged
PO-34931,19,Good
PO-42274,75,Incomplete
PO-63511,65,Incomplete
PO-19950,32,Incomplete
PO-96203,43,Damaged
PO-36655,57,Damaged
PO-81361,61,Good
PO-79733,23,Damaged
PO-26938,17,Damaged
PO-20521,15,Good
PO-27262,10,Damaged
PO-44606,74,Good
PO-92498,50,Good
PO-15592,53,Good
PO-62031,7,Good
PO-21794,97,Good
PO-83493,72,Damaged
PO-97088,94,Good
PO-72049,36,Incomplete
PO-98822,98,Good
PO-65565,52,Incomplete
PO-44744,58,Damaged
PO-96248,57,Damaged
PO-18964,83,Incomplete
PO-90246,75,Incomplete
PO-40547,37,Good
PO-91677,51,Good
PO-93590,33,Incomplete
PO-61294,64,Good
PO-95324,100,Good
PO-49073,6,Good
PO-86352,94,Incomplete
PO-79864,85,Damaged
PO-98172,90,Damaged
PO-25190,15,Damaged
PO-11411,85,Good
PO-74276,93,Incomplete
PO-25486,89,Damaged
PO-99871,84,Incomplete
PO-32320,56,Incomplete
PO-48083,47,Good
PO-88783,43,Good
PO-79128,8,Damaged
PO-82047,34,Damaged
PO-69719,37,Damaged
PO-87158,75,Incomplete
PO-94502,1,Damaged
PO-93612,18,Good
PO-21758,6,Good
PO-38298,48,Incomplete
PO-13853,6,Incomplete
PO-17027,59,Damaged
PO-87577,48,Good
PO-94662,76,Good
PO-69526,46,Incomplete
PO-62042,52,Damaged
PO-93308,44,Good
PO-58701,11,Damaged
PO-38341,3,Good
PO-54613,36,Damaged
PO-60035,6,Damaged
PO-90569,77,Good
PO-66755,87,Incomplete
PO-67226,39,Good
PO-41688,32,Damaged
PO-11069,10,Damaged
PO-78700,27,Good
PO-12585,77,Good
PO-52258,76,Good
PO-21493,36,Incomplete
PO-15706,17,Damaged
PO-14321,71,Good
PO-75978,63,Damaged
PO-24707,20,Incomplete
PO-46805,90,Good
PO-73405,42,Damaged
PO-72387,36,Damaged
PO-97334,25,Damaged
PO-45721,7,Good
PO-71697,13,Incomplete
PO-38223,38,Damaged
PO-37569,16,Incomplete
PO-61422,92,Incomplete
PO-78276,79,Incomplete
PO-76768,89,Incomplete
PO-69556,96,Incomplete
PO-90976,79,Good
PO-63951,2,Good
PO-29348,96,Incomplete
PO-63459,36,Incomplete
PO-81824,93,Damaged
PO-50226,61,Good
PO-44688,80,Incomplete
PO-51258,77,Incomplete
PO-25598,38,Good
PO-17387,65,Good
PO-67106,37,Incomplete
PO-60158,35,Incomplete
PO-47225,45,Incomplete
PO-11088,9,Good
PO-40412,62,Damaged
PO-45472,6,Good
PO-77298,63,Incomplete
PO-77699,28,Incomplete
PO-88661,40,Damaged
PO-28349,5,Damaged
PO-46182,30,Damaged
PO-56164,11,Damaged
PO-52300,42,Incomplete
PO-16221,53,Incomplete
PO-95332,58,Damaged
PO-38036,67,Incomplete
PO-51015,37,Good
PO-15813,31,Good
PO-18953,71,Incomplete
PO-72028,89,Incomplete
PO-89898,41,Incomplete
PO-98775,1,Incomplete
PO-48731,40,Good
PO-67678,4,Damaged
PO-83857,42,Incomplete
PO-63230,70,Damaged
PO-87969,80,Good
PO-76617,94,Damaged
PO-31195,63,Good
PO-39101,50,Good
PO-74335,33,Incomplete
PO-56280,55,Good
PO-62538,36,Incomplete
PO-97866,77,Damaged
PO-70853,74,Damaged
PO-83601,5,Incomplete
PO-98995,43,Good
PO-24456,97,Good
PO-79709,23,Incomplete
PO-21957,49,Damaged
PO-93908,8,Damaged
PO-53127,64,Good
PO-89468,34,Good
PO-46243,20,Damaged
PO-54181,87,Damaged
PO-78203,44,Good
PO-12883,2,Incomplete
PO-86918,75,Incomplete
PO-50279,61,Incomplete
PO-81260,72,Good
PO-64450,84,Good
PO-38438,2,Damaged
PO-53163,13,Incomplete
PO-69491,33,Damaged
PO-71490,87,Good
PO-97177,88,Good
PO-34793,30,Damaged
PO-85304,61,Incomplete
PO-70270,54,Damaged
PO-17618,45,Incomplete
PO-11362,82,Good
PO-31643,14,Damaged
PO-33291,44,Incomplete
PO-61160,46,Damaged
PO-55336,59,Damaged
PO-53855,78,Incomplete
PO-57665,33,Incomplete
PO-57100,55,Good
PO-43029,100,Damaged
PO-93137,82,Damaged
PO-57386,70,Good
PO-90746,26,Damaged
PO-93755,8,Good
PO-60434,22,Incomplete
PO-43555,14,Good
PO-42761,51,Damaged
PO-23798,87,Damaged
PO-50747,82,Incomplete
PO-53091,89,Damaged
PO-99543,10,Good
PO-11763,13,Damaged
PO-39204,71,Good
PO-30682,80,Incomplete
PO-53121,2,Damaged
PO-59786,54,Incomplete
PO-20485,19,Incomplete
PO-70946,68,Incomplete
PO-40600,49,Good
PO-53469,46,Good
PO-99757,69,Good
PO-53823,81,Good
PO-93533,86,Damaged
PO-33487,75,Good
PO-50619,65,Good
PO-55913,74,Incomplete
PO-38263,3,Damaged
PO-95599,32,Good
PO-73803,97,Incomplete
PO-14572,91,Good
PO-80294,27,Good
PO-11478,76,Damaged
PO-28662,69,Damaged
PO-26042,28,Incomplete
PO-93500,63,Incomplete
PO-56416,61,Incomplete
PO-89710,27,Damaged
PO-41232,79,Incomplete
PO-72114,88,Incomplete
PO-59917,8,Damaged
PO-57088,87,Good
PO-97849,44,Good
PO-84070,45,Incomplete
PO-54072,72,Damaged
PO-67154,12,Good
PO-25131,15,Incomplete
PO-49179,45,Incomplete
PO-17970,97,Incomplete
PO-99484,74,Good
PO-23845,33,Incomplete
PO-74707,51,Incomplete
PO-44340,15,Good
PO-36938,58,Incomplete
PO-26097,88,Damaged
PO-32260,43,Good
PO-88557,77,Incomplete
PO-80050,82,Damaged
PO-43448,81,Damaged
PO-51392,78,Incomplete
PO-46461,81,Incomplete
PO-99579,50,Incomplete
PO-91496,90,Incomplete
PO-60055,93,Damaged
PO-51209,45,Damaged
PO-25680,66,Incomplete
PO-54241,86,Good
PO-27115,77,Damaged
PO-49474,38,Incomplete
PO-31217,53,Good
PO-58885,18,Damaged
PO-68595,71,Damaged
PO-78945,44,Good
PO-28793,25,Incomplete
PO-10169,4,Damaged
PO-34883,51,Good
PO-21442,95,Incomplete
PO-33883,79,Good
PO-67140,27,Damaged
PO-41114,82,Good
PO-34628,97,Incomplete
PO-92480,71,Damaged
PO-18933,16,Damaged
PO-58260,29,Damaged
PO-83836,46,Damaged
PO-18304,81,Incomplete
PO-69247,27,Good
PO-14492,31,Incomplete
PO-79147,85,Damaged
PO-62798,17,Damaged
PO-87636,24,Incomplete
PO-45150,15,Damaged
PO-23571,62,Good
PO-29027,74,Damaged
PO-30222,51,Good
PO-92431,85,Incomplete
PO-64427,94,Damaged
PO-39692,75,Damaged
PO-98654,30,Incomplete
PO-54464,62,Damaged
PO-24330,10,Damaged
PO-32207,95,Incomplete
PO-63832,65,Damaged
PO-62596,100,Damaged
PO-67450,63,Incomplete
PO-95766,37,Good
PO-10050,86,Damaged
PO-25348,96,Good
PO-19208,55,Incomplete
PO-54290,27,Good
PO-55737,17,Incomplete
PO-98762,56,Good
PO-98337,62,Incomplete
PO-58012,20,Incomplete
PO-93326,92,Good
PO-62103,86,Incomplete
PO-34852,28,Damaged
PO-27030,37,Incomplete
PO-48264,65,Incomplete
PO-56906,32,Incomplete
PO-66900,47,Good
PO-36633,99,Good
PO-88122,38,Incomplete
PO-14676,36,Damaged
PO-35378,27,Good
PO-15682,41,Damaged
PO-21563,32,Damaged
PO-90182,65,Damaged
PO-30291,32,Damaged
PO-62039,86,Good
PO-47034,87,Damaged
PO-39850,68,Good
PO-40367,12,Damaged
PO-56547,29,Damaged
PO-71644,63,Good
PO-64510,26,Damaged
PO-68407,68,Damaged
PO-44038,70,Good
PO-46144,49,Incomplete
PO-41777,13,Good
PO-77083,95,Damaged
PO-68618,69,Good
PO-22661,72,Incomplete
PO-60936,76,Good
PO-27093,31,Damaged
PO-97504,83,Damaged
PO-28205,99,Damaged
PO-77209,15,Damaged
PO-40212,82,Damaged
PO-81688,19,Incomplete
PO-45431,38,Good
PO-27667,96,Incomplete
PO-18236,48,Good
PO-78295,40,Incomplete
PO-58162,83,Good
PO-99496,72,Incomplete
PO-97645,82,Incomplete
PO-26970,78,Good
PO-10125,68,Incomplete
PO-39232,81,Damaged
PO-11277,34,Damaged
PO-97943,5,Damaged
PO-58686,57,Damaged
PO-73683,26,Good
PO-75067,1,Damaged
PO-29589,18,Good
PO-13797,31,Damaged
PO-93837,58,Good
PO-62068,15,Incomplete
PO-34220,29,Incomplete
PO-64833,56,Damaged
PO-64618,18,Incomplete
PO-37461,73,Good
PO-81053,19,Incomplete
PO-96402,88,Damaged
PO-70433,66,Good
PO-64746,20,Incomplete
PO-38971,97,Damaged
PO-84907,7,Good
PO-29063,7,Incomplete
PO-91482,64,Incomplete
PO-74221,92,Incomplete
PO-81269,89,Incomplete
PO-47356,34,Damaged
PO-66233,28,Incomplete
PO-85163,30,Damaged
PO-13291,14,Incomplete
PO-37017,72,Damaged
PO-37170,91,Incomplete
PO-48713,17,Good
PO-81796,2,Incomplete
PO-37041,6,Damaged
PO-75623,3,Good
PO-14706,98,Good
PO-58408,63,Incomplete
PO-29829,71,Damaged
PO-27211,80,Damaged
PO-85986,54,Incomplete
PO-15174,77,Damaged
PO-66863,27,Damaged
PO-11440,80,Good
PO-17424,27,Good
PO-50386,89,Damaged
PO-10866,71,Damaged
PO-80833,5,Good
PO-12507,1,Good
PO-36423,48,Good
PO-45471,71,Good
PO-40394,88,Damaged
PO-76569,93,Damaged
PO-15588,39,Damaged
PO-88014,82,Good
PO-48189,51,Damaged
PO-54969,94,Damaged
PO-75682,98,Incomplete
PO-42692,67,Incomplete
PO-83300,18,Damaged
PO-28146,83,Damaged
PO-22051,59,Good
PO-32307,43,Good
PO-80871,23,Incomplete
PO-66512,6,Damaged
PO-59264,84,Incomplete
PO-59049,27,Incomplete
PO-84492,54,Damaged
PO-21980,92,Good
PO-88671,28,Incomplete
PO-94748,43,Incomplete
PO-53704,96,Incomplete
PO-77471,15,Incomplete
PO-41790,99,Incomplete
PO-22324,9,Damaged
PO-35068,96,Good
PO-56493,57,Good
PO-16723,2,Good
PO-10436,38,Damaged
PO-49074,13,Incomplete
PO-66063,71,Good
PO-68709,77,Damaged
PO-20262,77,Damaged
PO-39430,36,Incomplete
PO-62630,81,Good
PO-32334,36,Incomplete
PO-12861,48,Incomplete
PO-13939,62,Good
PO-17709,86,Incomplete
PO-23632,88,Good
PO-31739,10,Incomplete
PO-94313,23,Damaged
PO-68083,17,Damaged
PO-24183,70,Damaged
PO-48132,80,Damaged
PO-66098,11,Incomplete
PO-27588,22,Damaged
PO-37823,28,Good
PO-76256,2,Damaged
PO-45111,57,Damaged
PO-92538,84,Good
PO-15901,53,Damaged
PO-21025,82,Damaged
PO-62322,51,Damaged
PO-37759,19,Damaged
PO-98995,82,Incomplete
PO-94860,98,Incomplete
PO-68457,86,Incomplete
PO-19949,49,Damaged
PO-86503,78,Incomplete
PO-95105,80,Good
PO-91813,40,Damaged
PO-87652,56,Damaged
PO-78452,8,Good
PO-94656,30,Incomplete
PO-69358,65,Damaged
PO-74649,5,Good
PO-90607,9,Damaged
PO-48857,28,Incomplete
PO-51728,68,Good
PO-63338,22,Good
PO-59090,22,Damaged
PO-85360,78,Good
PO-94290,32,Damaged
PO-27938,98,Incomplete
PO-66379,61,Incomplete
PO-71061,3,Good
PO-17596,6,Incomplete
PO-52948,10,Damaged
PO-28469,32,Incomplete
PO-38458,3,Incomplete
PO-75430,35,Good
PO-45173,58,Incomplete
PO-55082,29,Damaged
PO-75620,30,Incomplete
PO-66979,49,Damaged
PO-86409,44,Damaged
PO-76987,84,Damaged
PO-58734,33,Good
PO-59648,78,Good
PO-26257,99,Incomplete
PO-94915,20,Incomplete
PO-74189,52,Good
PO-63672,5,Good
PO-17192,88,Damaged
PO-65081,35,Good
PO-32555,34,Good
PO-63363,90,Incomplete
PO-12432,8,Good
PO-17893,13,Damaged
PO-37140,54,Good
PO-38790,14,Damaged
PO-58896,10,Incomplete
PO-33444,78,Damaged
PO-60841,33,Damaged
PO-17911,70,Good
PO-65333,4,Good
PO-93247,14,Good
PO-48001,77,Incomplete
PO-78737,97,Incomplete
PO-96978,74,Damaged
PO-63599,51,Good
PO-23663,32,Incomplete
PO-30882,12,Good
PO-67513,52,Damaged
PO-92366,48,Damaged
PO-14848,72,Damaged
PO-87452,71,Good
PO-95563,92,Good
PO-94085,40,Incomplete
PO-32771,79,Good
PO-83808,40,Damaged
PO-70280,11,Damaged
PO-81712,37,Damaged
PO-81946,6,Damaged
PO-36623,70,Incomplete
PO-79739,33,Incomplete
PO-59115,14,Damaged
PO-55034,51,Incomplete
PO-53355,86,Incomplete
PO-19334,46,Incomplete
PO-70370,31,Incomplete
PO-22109,33,Damaged
PO-93396,3,Damaged
PO-18276,85,Good
PO-61871,29,Good
PO-64985,100,Damaged
PO-12858,94,Damaged
PO-53616,7,Incomplete
PO-17668,19,Damaged
PO-62270,74,Good
PO-90165,25,Damaged
PO-84021,90,Good
PO-72546,56,Damaged
PO-77504,17,Incomplete
PO-54330,65,Good
PO-38195,46,Good
PO-68728,58,Good
PO-38693,44,Good
PO-78884,36,Good
PO-23339,47,Damaged
PO-18529,45,Incomplete
PO-38938,91,Damaged
PO-81328,62,Damaged
PO-31912,58,Incomplete
PO-42160,70,Good
PO-83493,19,Good
PO-44809,49,Damaged
PO-18894,99,Good
PO-26186,98,Incomplete
PO-75149,67,Good
PO-69219,73,Damaged
PO-46907,64,Damaged
PO-68630,77,Good
PO-81913,85,Incomplete
PO-54605,34,Incomplete
PO-39942,65,Incomplete
PO-37261,41,Damaged
PO-52412,57,Good
PO-19481,7,Damaged
PO-64483,75,Good
PO-80631,40,Incomplete
PO-31968,55,Damaged
PO-99028,8,Incomplete
PO-93917,82,Good
PO-96522,67,Good
PO-46064,22,Damaged
PO-83604,12,Damaged
PO-10368,13,Incomplete
PO-34431,48,Damaged
PO-24478,19,Damaged
PO-31339,97,Incomplete
PO-38093,24,Good
PO-99427,60,Incomplete
PO-90136,69,Good
PO-65180,79,Good
PO-89910,72,Incomplete
PO-52263,59,Incomplete
PO-42668,66,Damaged
PO-64510,42,Incomplete
PO-40975,96,Good
PO-49922,65,Incomplete
PO-38567,61,Incomplete
PO-31758,81,Good
PO-35839,40,Incomplete
PO-93658,44,Damaged
PO-50551,87,Good
PO-25034,76,Good
PO-98804,65,Good
PO-30592,48,Incomplete
PO-66165,11,Damaged
PO-89522,53,Incomplete
PO-90215,81,Incomplete
PO-31924,76,Incomplete
PO-17807,72,Good
PO-21911,41,Good
PO-22588,14,Good
PO-86064,51,Damaged
PO-82832,64,Incomplete
PO-31381,42,Incomplete
PO-76715,74,Damaged
PO-20596,37,Incomplete
PO-70538,16,Incomplete
PO-35726,89,Good
PO-28043,82,Good
PO-80917,33,Damaged
PO-61454,74,Incomplete
PO-81371,87,Good
PO-23356,9,Damaged
PO-40507,30,Damaged
PO-36976,34,Good
PO-57483,46,Good
PO-32758,92,Damaged
PO-63066,90,Damaged
PO-76885,5,Incomplete
PO-29563,1,Good
PO-81328,25,Good
PO-57386,30,Good
PO-68011,15,Incomplete
PO-38294,35,Good
PO-22768,87,Good
PO-98088,74,Good
PO-51091,62,Incomplete
PO-73162,87,Good
PO-76629,36,Damaged
PO-97600,77,Damaged
PO-46494,13,Incomplete
PO-92617,58,Incomplete
PO-49367,7,Damaged
PO-47172,89,Damaged
PO-10274,2,Good
PO-75115,85,Damaged
PO-60921,11,Good
PO-45660,44,Good
PO-41237,84,Good
PO-12372,99,Incomplete
PO-65986,57,Damaged
PO-33227,44,Incomplete
PO-78837,15,Good
PO-98775,47,Damaged
PO-71297,53,Damaged
PO-82288,100,Good
PO-63383,72,Damaged
PO-76270,73,Good
PO-47044,80,Damaged
