PO Number,Vendor,Item,Unit Price,Quantity,Total Amount
PO-97373,Vendor_73416,Item_35307,9467.71,72,681675.12
PO-58307,Vendor_51620,Item_19857,5177.5,25,129437.5
PO-38867,Vendor_17837,Item_33046,4680.02,11,51480.22
PO-37040,Vendor_58072,Item_16040,232.56,68,15814.08
PO-61081,Vendor_25152,Item_42475,5808.77,75,435657.75
PO-56855,Vendor_53088,Item_78874,5495.15,56,307728.4
PO-89792,Vendor_18364,Item_62115,7544.53,4,30178.12
PO-79794,Vendor_23561,Item_18777,9626.71,99,953044.29
PO-19244,Vendor_43138,Item_83849,5605.08,16,89681.28
PO-89005,Vendor_33357,Item_48589,871.5,46,40089.0
PO-85529,Vendor_79683,Item_93072,5887.54,93,547541.22
PO-66275,Vendor_43802,Item_71852,3888.94,43,167224.42
PO-60130,Vendor_64962,Item_59889,9629.46,39,375548.94
PO-56782,Vendor_78279,Item_90536,9424.59,62,584324.58
PO-97692,Vendor_77440,Item_70440,116.31,49,5699.19
PO-81486,Vendor_34896,Item_41713,8037.81,18,144680.58
PO-65648,Vendor_23044,Item_78036,9827.52,28,275170.56
PO-74021,Vendor_22015,Item_23993,594.57,37,21999.09
PO-16557,Vendor_32908,Item_94686,4643.88,28,130028.64
PO-55663,Vendor_83043,Item_59478,2202.81,5,11014.05
PO-82553,Vendor_98702,Item_39728,9607.83,47,451568.01
PO-26089,Vendor_82590,Item_50115,1451.51,65,94348.15
PO-29830,Vendor_15304,Item_48386,6193.55,49,303483.95
PO-77866,Vendor_69057,Item_86360,8261.66,50,413083.0
PO-34718,Vendor_99061,Item_85144,8317.37,95,790150.15
PO-78084,Vendor_97022,Item_13105,7455.34,76,566605.84
PO-25598,Vendor_69865,Item_88503,2121.81,96,203693.76
PO-82993,Vendor_55338,Item_10738,367.52,56,20581.12
PO-46149,Vendor_65727,Item_57044,9447.99,30,283439.7
PO-44443,Vendor_21738,Item_91756,9419.37,70,659355.9
PO-64709,Vendor_63048,Item_53073,2862.62,40,114504.8
PO-97806,Vendor_32497,Item_24859,7669.81,57,437179.17
PO-56331,Vendor_87028,Item_31229,758.41,22,16685.02
PO-52310,Vendor_91715,Item_69594,2884.24,91,262465.84
PO-72151,Vendor_54816,Item_64454,317.13,7,2219.91
PO-81278,Vendor_31508,Item_61621,2049.81,17,34846.77
PO-83652,Vendor_85255,Item_18587,502.96,7,3520.72
PO-69362,Vendor_58073,Item_47373,1660.49,77,127857.73
PO-68996,Vendor_93555,Item_90214,8262.42,85,702305.7
PO-97682,Vendor_71021,Item_88741,476.7,39,18591.3
PO-26552,Vendor_91513,Item_25078,6997.16,51,356855.16
PO-82847,Vendor_88641,Item_24175,128.39,3,385.17
PO-68334,Vendor_10840,Item_83878,1677.39,1,1677.39
PO-48915,Vendor_36132,Item_83376,6775.24,91,616546.84
PO-53692,Vendor_58957,Item_29322,1214.28,89,108070.92
PO-69411,Vendor_80666,Item_29829,747.81,47,35147.07
PO-40608,Vendor_43047,Item_70521,8027.97,63,505762.11
PO-44407,Vendor_87860,Item_22771,9203.11,42,386530.62
PO-84181,Vendor_39534,Item_69913,5404.4,46,248602.4
PO-17382,Vendor_40759,Item_14170,8219.96,12,98639.52
PO-56421,Vendor_33981,Item_33531,9470.0,85,804950.0
PO-25974,Vendor_35451,Item_99512,6587.37,62,408416.94
PO-72832,Vendor_40273,Item_46671,3647.66,23,83896.18
PO-12460,Vendor_79763,Item_65247,7196.44,17,122339.48
PO-89129,Vendor_69159,Item_61639,9868.4,22,217104.8
PO-44063,Vendor_21151,Item_48855,6374.81,60,382488.6
PO-73063,Vendor_85579,Item_83783,3083.02,60,184981.2
PO-40254,Vendor_46199,Item_18600,7150.63,18,128711.34
PO-74943,Vendor_24628,Item_63569,1812.15,40,72486.0
PO-72695,Vendor_58880,Item_68740,5467.47,78,426462.66
PO-98141,Vendor_31404,Item_84111,3683.88,10,36838.8
PO-75491,Vendor_90765,Item_88190,3229.07,58,187286.06
PO-75775,Vendor_82323,Item_31241,338.26,71,24016.46
PO-46184,Vendor_73292,Item_70180,5170.7,12,62048.4
PO-27028,Vendor_61127,Item_60002,2920.54,81,236563.74
PO-86777,Vendor_91375,Item_76367,6077.29,34,206627.86
PO-27005,Vendor_45452,Item_41725,7968.43,3,23905.29
PO-42550,Vendor_28886,Item_16654,6261.99,4,25047.96
PO-14675,Vendor_73347,Item_23771,4281.55,86,368213.3
PO-99444,Vendor_28437,Item_53423,588.63,12,7063.56
PO-11015,Vendor_36775,Item_33442,1872.12,83,155385.96
PO-39521,Vendor_11358,Item_77596,7859.73,37,290810.01
PO-57475,Vendor_23643,Item_27853,1200.1,63,75606.3
PO-52525,Vendor_41907,Item_54197,7722.75,80,617820.0
PO-31505,Vendor_57242,Item_90896,9024.02,97,875329.94
PO-47284,Vendor_63140,Item_92374,8992.74,47,422658.78
PO-12104,Vendor_90528,Item_13387,3569.76,50,178488.0
PO-50247,Vendor_57785,Item_12788,9867.13,98,966978.74
PO-71495,Vendor_11545,Item_82589,2275.41,39,88740.99
PO-68445,Vendor_57138,Item_10019,6058.36,92,557369.12
PO-76859,Vendor_27202,Item_73579,8652.54,60,519152.4
PO-52233,Vendor_46238,Item_82132,6814.01,25,170350.25
PO-65148,Vendor_33329,Item_35581,9481.12,5,47405.6
PO-34747,Vendor_85442,Item_46952,4405.62,11,48461.82
PO-39485,Vendor_37671,Item_98161,5027.75,22,110610.5
PO-76460,Vendor_38735,Item_95587,8331.37,94,783148.78
PO-30182,Vendor_68562,Item_91380,4979.84,63,313729.92
PO-56468,Vendor_27490,Item_44373,5723.61,71,406376.31
PO-89914,Vendor_64787,Item_95770,9053.65,89,805774.85
PO-87176,Vendor_72843,Item_16464,1074.46,9,9670.14
PO-88316,Vendor_58438,Item_76685,4911.84,23,112972.32
PO-21213,Vendor_70216,Item_39913,1170.7,93,108875.1
PO-42785,Vendor_54111,Item_13377,6279.66,95,596567.7
PO-10734,Vendor_12952,Item_42007,2806.2,78,218883.6
PO-50333,Vendor_12396,Item_74983,5787.63,98,567187.74
PO-73410,Vendor_32246,Item_56051,5271.11,46,242471.06
PO-84602,Vendor_39252,Item_15258,7772.5,21,163222.5
PO-24073,Vendor_40556,Item_10203,3466.02,35,121310.7
PO-85579,Vendor_19494,Item_89415,4221.78,36,151984.08
PO-12700,Vendor_41651,Item_83577,4163.77,59,245662.43
PO-44977,Vendor_94165,Item_48984,1670.6,59,98565.4
PO-84651,Vendor_74492,Item_86135,4895.54,97,474867.38
PO-87292,Vendor_76282,Item_39894,7570.8,89,673801.2
PO-45480,Vendor_64174,Item_26106,3907.02,100,390702.0
PO-40328,Vendor_24091,Item_89901,4525.17,15,67877.55
PO-72427,Vendor_17199,Item_13870,9044.14,73,660222.22
PO-82048,Vendor_29374,Item_43388,177.37,95,16850.15
PO-74564,Vendor_66305,Item_87211,2054.18,71,145846.78
PO-68693,Vendor_10612,Item_64325,1356.25,79,107143.75
PO-61634,Vendor_85020,Item_65678,8237.31,64,527187.84
PO-74930,Vendor_16893,Item_17749,3016.55,34,102562.7
PO-32360,Vendor_43153,Item_74578,1594.67,96,153088.32
PO-14267,Vendor_58677,Item_16794,157.58,71,11188.18
PO-39654,Vendor_85423,Item_42212,7800.2,98,764419.6
PO-13482,Vendor_66838,Item_38057,6113.78,74,452419.72
PO-67666,Vendor_73303,Item_68213,6317.08,28,176878.24
PO-50831,Vendor_39803,Item_28150,9779.03,67,655195.01
PO-91945,Vendor_14699,Item_92027,7147.28,1,7147.28
PO-69438,Vendor_35106,Item_48376,4037.02,98,395627.96
PO-81912,Vendor_68678,Item_76530,8865.1,74,656017.4
PO-62360,Vendor_12839,Item_65284,7773.15,65,505254.75
PO-27378,Vendor_65677,Item_62246,92.45,12,1109.4
PO-71752,Vendor_13333,Item_46530,6022.09,70,421546.3
PO-50646,Vendor_28063,Item_11843,4769.54,13,62004.02
PO-53304,Vendor_68493,Item_94631,9498.79,35,332457.65
PO-78998,Vendor_43930,Item_86867,7645.06,94,718635.64
PO-16309,Vendor_91470,Item_73444,3345.3,6,20071.8
PO-10039,Vendor_98972,Item_93697,5428.26,11,59710.86
PO-87122,Vendor_45327,Item_14946,5657.68,55,311172.4
PO-55650,Vendor_64525,Item_13651,7376.2,29,213909.8
PO-20185,Vendor_94037,Item_33018,3205.05,75,240378.75
PO-17911,Vendor_36894,Item_81999,9620.99,34,327113.66
PO-73919,Vendor_35275,Item_98895,7377.68,63,464793.84
PO-46935,Vendor_45293,Item_45761,9482.67,57,540512.19
PO-68256,Vendor_52973,Item_58723,4196.83,16,67149.28
PO-29010,Vendor_77334,Item_99897,2707.66,10,27076.6
PO-34738,Vendor_46134,Item_79377,208.45,59,12298.55
PO-52877,Vendor_70269,Item_34647,376.24,45,16930.8
PO-37795,Vendor_33919,Item_51891,354.78,45,15965.1
PO-63901,Vendor_78241,Item_68997,5481.12,97,531668.64
PO-91956,Vendor_24173,Item_77549,8603.63,4,34414.52
PO-93863,Vendor_99178,Item_13641,8761.26,89,779752.14
PO-15519,Vendor_42145,Item_50234,4409.61,77,339539.97
PO-38415,Vendor_24744,Item_76486,8159.22,1,8159.22
PO-39819,Vendor_83198,Item_47896,9512.02,39,370968.78
PO-94673,Vendor_33468,Item_23592,736.96,18,13265.28
PO-75546,Vendor_87892,Item_70456,6311.19,58,366049.02
PO-51780,Vendor_40620,Item_57349,6378.01,19,121182.19
PO-38082,Vendor_15752,Item_61107,6407.73,69,442133.37
PO-16443,Vendor_54975,Item_82762,8585.34,35,300486.9
PO-42287,Vendor_74863,Item_65225,3761.98,66,248290.68
PO-51551,Vendor_83374,Item_13788,880.58,14,12328.12
PO-57329,Vendor_41187,Item_85658,3534.1,7,24738.7
PO-63283,Vendor_44736,Item_53033,9112.0,47,428264.0
PO-18033,Vendor_71427,Item_48698,5083.85,28,142347.8
PO-24770,Vendor_85213,Item_81550,4955.51,15,74332.65
PO-84467,Vendor_68721,Item_46482,9787.44,38,371922.72
PO-68628,Vendor_55311,Item_15195,2712.84,48,130216.32
PO-74514,Vendor_74755,Item_10094,1548.06,15,23220.9
PO-12098,Vendor_50420,Item_42748,162.24,38,6165.12
PO-98135,Vendor_93962,Item_41026,7893.89,16,126302.24
PO-76932,Vendor_17097,Item_97224,2377.14,30,71314.2
PO-19091,Vendor_75058,Item_68170,642.9,16,10286.4
PO-55906,Vendor_48882,Item_97387,4495.76,73,328190.48
PO-80768,Vendor_34851,Item_74995,596.23,18,10732.14
PO-69308,Vendor_18624,Item_78207,4711.56,74,348655.44
PO-22818,Vendor_63278,Item_49164,5899.07,57,336246.99
PO-41399,Vendor_62162,Item_17024,2077.41,5,10387.05
PO-82722,Vendor_53127,Item_65386,2488.16,35,87085.6
PO-39691,Vendor_12030,Item_99191,4434.38,53,235022.14
PO-64729,Vendor_35337,Item_10681,1754.05,68,119275.4
PO-61237,Vendor_17252,Item_18233,8693.6,10,86936.0
PO-15669,Vendor_58962,Item_75175,9763.12,34,331946.08
PO-94716,Vendor_85598,Item_52019,209.85,82,17207.7
PO-15279,Vendor_60855,Item_85567,3092.75,83,256698.25
PO-66169,Vendor_75693,Item_90717,9863.68,48,473456.64
PO-76753,Vendor_69218,Item_33298,7086.73,18,127561.14
PO-46692,Vendor_87715,Item_80840,5415.93,66,357451.38
PO-18042,Vendor_46158,Item_41904,773.19,59,45618.21
PO-34984,Vendor_31073,Item_26981,1089.11,54,58811.94
PO-40373,Vendor_54649,Item_26729,6089.56,64,389731.84
PO-35718,Vendor_60056,Item_98867,5612.33,54,303065.82
PO-58204,Vendor_15308,Item_93443,8493.84,91,772939.44
PO-81913,Vendor_87261,Item_16526,9043.19,49,443116.31
PO-96698,Vendor_84930,Item_13096,6890.5,39,268729.5
PO-32310,Vendor_22194,Item_42980,6886.7,86,592256.2
PO-98310,Vendor_64068,Item_48513,3504.88,88,308429.44
PO-60270,Vendor_46819,Item_28320,8437.23,88,742476.24
PO-97463,Vendor_33999,Item_43178,5429.11,56,304030.16
PO-41443,Vendor_96915,Item_50112,8425.66,94,792012.04
PO-84138,Vendor_63249,Item_82237,6840.46,51,348863.46
PO-34244,Vendor_85419,Item_44197,9220.99,46,424165.54
PO-78674,Vendor_39692,Item_90797,2339.25,88,205854.0
PO-99419,Vendor_37219,Item_65071,4936.55,69,340621.95
PO-72547,Vendor_52188,Item_75885,983.86,18,17709.48
PO-97316,Vendor_35802,Item_84422,8172.53,89,727355.17
PO-36325,Vendor_19044,Item_99751,1084.13,12,13009.56
PO-14189,Vendor_88389,Item_19249,3145.52,81,254787.12
PO-60400,Vendor_82400,Item_70317,5981.02,76,454557.52
PO-53547,Vendor_51033,Item_26418,9502.34,86,817201.24
PO-13616,Vendor_69295,Item_42997,8948.64,67,599558.88
PO-60381,Vendor_40776,Item_47793,9605.27,23,220921.21
PO-22563,Vendor_41091,Item_37326,5629.97,87,489807.39
PO-28875,Vendor_10099,Item_85451,403.98,52,21006.96
PO-98679,Vendor_70387,Item_42100,243.8,43,10483.4
PO-87031,Vendor_62166,Item_97029,5300.24,94,498222.56
PO-90894,Vendor_25053,Item_53542,9724.55,46,447329.3
PO-75807,Vendor_60002,Item_55427,9679.31,46,445248.26
PO-41757,Vendor_35439,Item_89088,7962.28,32,254792.96
PO-15260,Vendor_20951,Item_24920,1130.34,30,33910.2
PO-78401,Vendor_28472,Item_43322,4086.62,66,269716.92
PO-92828,Vendor_87535,Item_94671,3336.26,39,130114.14
PO-12954,Vendor_55706,Item_80198,938.73,62,58201.26
PO-95066,Vendor_86162,Item_76022,2394.77,40,95790.8
PO-62057,Vendor_88620,Item_70848,8700.25,88,765622.0
PO-32325,Vendor_30443,Item_73494,3527.93,24,84670.32
PO-70806,Vendor_13165,Item_29286,1795.23,62,111304.26
PO-44484,Vendor_42022,Item_79079,1722.87,62,106817.94
PO-68659,Vendor_13545,Item_84500,3353.15,26,87181.9
PO-94890,Vendor_22438,Item_86327,7245.97,48,347806.56
PO-23086,Vendor_79336,Item_24499,5394.75,45,242763.75
PO-87850,Vendor_94352,Item_96279,1729.24,34,58794.16
PO-18437,Vendor_73459,Item_44213,5079.1,27,137135.7
PO-25677,Vendor_61374,Item_68041,5910.75,32,189144.0
PO-60485,Vendor_67283,Item_17595,8090.14,36,291245.04
PO-22067,Vendor_83579,Item_29093,4615.24,20,92304.8
PO-53755,Vendor_86134,Item_49226,3191.59,2,6383.18
PO-71980,Vendor_62434,Item_51279,7686.46,15,115296.9
PO-36513,Vendor_59041,Item_93346,1624.68,90,146221.2
PO-26691,Vendor_50237,Item_37517,1382.15,28,38700.2
PO-51558,Vendor_31706,Item_58473,2906.34,13,37782.42
PO-15589,Vendor_37923,Item_91866,5140.73,43,221051.39
PO-49287,Vendor_25287,Item_22747,4931.45,40,197258.0
PO-20275,Vendor_42328,Item_84043,2726.46,42,114511.32
PO-98767,Vendor_41423,Item_78645,4179.13,75,313434.75
PO-14781,Vendor_70967,Item_65027,1109.78,29,32183.62
PO-48608,Vendor_92120,Item_37904,8344.2,99,826075.8
PO-59059,Vendor_71546,Item_99848,5871.08,28,164390.24
PO-28950,Vendor_40911,Item_91979,9230.84,84,775390.56
PO-84509,Vendor_46147,Item_86962,6272.69,43,269725.67
PO-31251,Vendor_96472,Item_54959,6008.51,99,594842.49
PO-83540,Vendor_95382,Item_64408,4442.92,94,417634.48
PO-95127,Vendor_21949,Item_37126,3493.24,88,307405.12
PO-53444,Vendor_36713,Item_49534,4095.72,37,151541.64
PO-23646,Vendor_25648,Item_85414,3404.44,3,10213.32
PO-68325,Vendor_92293,Item_75464,3752.19,65,243892.35
PO-72960,Vendor_39265,Item_36917,454.93,57,25931.01
PO-89041,Vendor_18701,Item_62791,168.5,8,1348.0
PO-92965,Vendor_75935,Item_50640,1337.4,67,89605.8
PO-22224,Vendor_61909,Item_91713,624.28,7,4369.96
PO-11930,Vendor_54158,Item_19333,9592.39,46,441249.94
PO-14513,Vendor_54775,Item_48492,7910.75,38,300608.5
PO-25564,Vendor_31128,Item_59400,1145.89,38,43543.82
PO-50794,Vendor_92386,Item_85276,3322.84,22,73102.48
PO-41800,Vendor_77280,Item_44184,3523.18,13,45801.34
PO-31740,Vendor_26268,Item_92826,530.55,68,36077.4
PO-74831,Vendor_26656,Item_49055,6039.29,59,356318.11
PO-62548,Vendor_70020,Item_97794,8219.38,11,90413.18
PO-20291,Vendor_86794,Item_97172,4446.07,4,17784.28
PO-22918,Vendor_92146,Item_83033,706.5,41,28966.5
PO-82277,Vendor_73984,Item_77269,8274.01,15,124110.15
PO-83955,Vendor_41994,Item_71265,1560.0,5,7800.0
PO-43765,Vendor_31012,Item_56599,5099.7,41,209087.7
PO-76153,Vendor_54506,Item_36468,974.49,86,83806.14
PO-83677,Vendor_41585,Item_34447,944.37,68,64217.16
PO-28920,Vendor_57819,Item_84685,1093.87,26,28440.62
PO-73433,Vendor_64184,Item_44297,7907.19,73,577224.87
PO-70679,Vendor_58201,Item_79010,7093.71,7,49655.97
PO-19955,Vendor_11995,Item_89059,8392.66,14,117497.24
PO-68474,Vendor_61115,Item_73890,5336.62,63,336207.06
PO-80033,Vendor_29444,Item_46668,4318.6,80,345488.0
PO-16074,Vendor_67445,Item_28674,1311.96,43,56414.28
PO-70735,Vendor_79799,Item_14827,3710.89,39,144724.71
PO-82232,Vendor_56484,Item_84646,611.86,90,55067.4
PO-23462,Vendor_61916,Item_58553,8759.1,79,691968.9
PO-18320,Vendor_25342,Item_32058,849.13,78,66232.14
PO-35344,Vendor_74762,Item_68842,5278.2,74,390586.8
PO-30087,Vendor_38854,Item_58915,4087.39,59,241156.01
PO-71932,Vendor_92483,Item_43926,2394.6,45,107757.0
PO-94965,Vendor_70986,Item_91936,5070.17,68,344771.56
PO-21183,Vendor_27343,Item_83007,6800.82,14,95211.48
PO-31356,Vendor_44639,Item_51372,2510.18,83,208344.94
PO-86415,Vendor_87849,Item_40819,137.24,54,7410.96
PO-80564,Vendor_35824,Item_89748,4320.53,59,254911.27
PO-56840,Vendor_74114,Item_20890,9045.83,22,199008.26
PO-50411,Vendor_42684,Item_49130,4715.03,12,56580.36
PO-10729,Vendor_10343,Item_60888,7068.8,100,706880.0
PO-88700,Vendor_60157,Item_25880,6807.23,54,367590.42
PO-74256,Vendor_55368,Item_15314,6915.73,47,325039.31
PO-77198,Vendor_23803,Item_27784,7751.76,7,54262.32
PO-90487,Vendor_91831,Item_17628,4030.6,27,108826.2
PO-80737,Vendor_90479,Item_22337,2822.03,50,141101.5
PO-66152,Vendor_38342,Item_59878,2697.38,88,237369.44
PO-84668,Vendor_56682,Item_68687,1295.41,74,95860.34
PO-77170,Vendor_44691,Item_82279,1020.13,54,55087.02
PO-32497,Vendor_24512,Item_93040,2076.85,13,26999.05
PO-36303,Vendor_50854,Item_52478,5332.59,74,394611.66
PO-69196,Vendor_30460,Item_17498,1239.1,52,64433.2
PO-29912,Vendor_25083,Item_48361,370.22,55,20362.1
PO-32537,Vendor_54844,Item_68564,7932.47,13,103122.11
PO-33011,Vendor_12337,Item_18924,6171.55,58,357949.9
PO-97803,Vendor_54886,Item_73925,3594.15,96,345038.4
PO-82448,Vendor_85531,Item_49939,3182.1,9,28638.9
PO-37264,Vendor_47938,Item_83327,7524.68,3,22574.04
PO-37671,Vendor_14029,Item_84852,5905.12,8,47240.96
PO-54116,Vendor_31045,Item_80052,5265.88,63,331750.44
PO-43167,Vendor_66112,Item_55929,7952.17,64,508938.88
PO-11481,Vendor_26508,Item_87155,8338.82,87,725477.34
PO-37634,Vendor_40531,Item_12369,289.6,96,27801.6
PO-39260,Vendor_25180,Item_53291,8126.16,55,446938.8
PO-71903,Vendor_66444,Item_47181,7418.56,37,274486.72
PO-56220,Vendor_18605,Item_17392,5291.77,58,306922.66
PO-54300,Vendor_94843,Item_25987,2.6,78,202.8
PO-46752,Vendor_85530,Item_41948,4786.07,66,315880.62
PO-91711,Vendor_21226,Item_61695,7085.36,30,212560.8
PO-64441,Vendor_12232,Item_37575,7657.97,23,176133.31
PO-21974,Vendor_90387,Item_99494,3083.75,67,206611.25
PO-29238,Vendor_76338,Item_48844,6153.96,45,276928.2
PO-92619,Vendor_36366,Item_33291,9876.77,29,286426.33
PO-48681,Vendor_76266,Item_71635,6425.5,74,475487.0
PO-82954,Vendor_92210,Item_37416,810.85,90,72976.5
PO-78983,Vendor_16672,Item_82139,4339.9,56,243034.4
PO-41609,Vendor_73173,Item_23059,3964.28,74,293356.72
PO-55530,Vendor_77463,Item_94204,4964.4,53,263113.2
PO-92169,Vendor_91087,Item_16284,3804.28,38,144562.64
PO-25063,Vendor_82951,Item_17556,5074.61,15,76119.15
PO-27776,Vendor_64454,Item_56844,3559.86,69,245630.34
PO-63674,Vendor_24837,Item_77315,442.17,91,40237.47
PO-58322,Vendor_33398,Item_78159,9163.07,75,687230.25
PO-16835,Vendor_72397,Item_22449,9206.55,21,193337.55
PO-60232,Vendor_88756,Item_48507,5109.88,97,495658.36
PO-78625,Vendor_75051,Item_37134,3926.1,68,266974.8
PO-71961,Vendor_73138,Item_29085,2797.83,6,16786.98
PO-67951,Vendor_30656,Item_44821,2219.91,86,190912.26
PO-18152,Vendor_32812,Item_66188,5012.75,8,40102.0
PO-63671,Vendor_41566,Item_17324,3542.13,12,42505.56
PO-78017,Vendor_47161,Item_56130,5525.12,69,381233.28
PO-86993,Vendor_47553,Item_48930,7680.88,84,645193.92
PO-19213,Vendor_20479,Item_54296,9450.01,94,888300.94
PO-37333,Vendor_40782,Item_82903,2368.4,86,203682.4
PO-34271,Vendor_19604,Item_35312,9739.54,44,428539.76
PO-51792,Vendor_32724,Item_58482,8933.35,66,589601.1
PO-57117,Vendor_20245,Item_43369,5927.17,67,397120.39
PO-97923,Vendor_27494,Item_43948,5161.92,34,175505.28
PO-25104,Vendor_26575,Item_72546,4126.05,11,45386.55
PO-11573,Vendor_99095,Item_58277,9006.27,37,333231.99
PO-32235,Vendor_75249,Item_46077,2102.39,22,46252.58
PO-38828,Vendor_78374,Item_33016,6088.39,94,572308.66
PO-75035,Vendor_73177,Item_55849,778.04,63,49016.52
PO-39178,Vendor_35733,Item_61483,1126.39,62,69836.18
PO-93486,Vendor_31843,Item_56443,7669.11,34,260749.74
PO-95605,Vendor_24733,Item_73090,9831.9,10,98319.0
PO-47488,Vendor_95265,Item_41471,1573.01,57,89661.57
PO-88466,Vendor_77225,Item_36219,5117.39,68,347982.52
PO-68116,Vendor_41080,Item_90467,3456.75,94,324934.5
PO-47274,Vendor_23836,Item_83659,8213.16,55,451723.8
PO-67693,Vendor_42582,Item_44263,6051.04,73,441725.92
PO-63296,Vendor_66775,Item_14891,8587.04,12,103044.48
PO-78528,Vendor_19779,Item_41885,5319.36,29,154261.44
PO-90147,Vendor_65487,Item_84561,6844.83,10,68448.3
PO-22551,Vendor_30819,Item_41110,9401.49,96,902543.04
PO-83306,Vendor_54564,Item_64143,8854.39,27,239068.53
PO-21878,Vendor_38412,Item_78540,7205.57,70,504389.9
PO-59051,Vendor_42466,Item_47274,6751.14,11,74262.54
PO-96821,Vendor_54485,Item_12468,7059.57,49,345918.93
PO-88273,Vendor_63034,Item_38629,8081.84,71,573810.64
PO-87374,Vendor_54243,Item_44224,2923.79,44,128646.76
PO-40466,Vendor_34891,Item_93280,1764.01,33,58212.33
PO-24323,Vendor_98845,Item_47457,3783.59,51,192963.09
PO-31548,Vendor_25301,Item_83858,3547.61,45,159642.45
PO-74720,Vendor_45848,Item_81104,2151.28,21,45176.88
PO-26993,Vendor_77871,Item_92101,1612.63,13,20964.19
PO-96367,Vendor_22186,Item_25225,2212.03,8,17696.24
PO-67443,Vendor_73116,Item_28647,1156.26,11,12718.86
PO-62479,Vendor_99076,Item_24873,4691.23,33,154810.59
PO-60449,Vendor_76149,Item_69331,4980.52,28,139454.56
PO-37040,Vendor_56286,Item_79580,5607.49,83,465421.67
PO-68430,Vendor_63422,Item_38029,602.39,80,48191.2
PO-28294,Vendor_91698,Item_77808,7132.36,50,356618.0
PO-40329,Vendor_87287,Item_65024,1127.73,11,12405.03
PO-48321,Vendor_78887,Item_55719,1659.67,58,96260.86
PO-35241,Vendor_93391,Item_37476,9111.54,82,747146.28
PO-13774,Vendor_40715,Item_94169,3623.92,58,210187.36
PO-70633,Vendor_46239,Item_36331,5572.36,35,195032.6
PO-97389,Vendor_61124,Item_82148,4754.37,5,23771.85
PO-12227,Vendor_50806,Item_54800,6228.88,6,37373.28
PO-49505,Vendor_77392,Item_75735,7250.7,75,543802.5
PO-37369,Vendor_93650,Item_32633,9458.27,47,444538.69
PO-99058,Vendor_83109,Item_89733,2820.06,18,50761.08
PO-57376,Vendor_16186,Item_72342,9809.27,55,539509.85
PO-28044,Vendor_37613,Item_39376,6000.39,72,432028.08
PO-22996,Vendor_60148,Item_93487,5649.14,61,344597.54
PO-37046,Vendor_36449,Item_56094,6566.77,8,52534.16
PO-65352,Vendor_31302,Item_90721,7965.85,13,103556.05
PO-26181,Vendor_49016,Item_94999,9778.69,71,694286.99
PO-32991,Vendor_86987,Item_34114,2549.47,1,2549.47
PO-94288,Vendor_47318,Item_11421,9684.17,28,271156.76
PO-42705,Vendor_75743,Item_70650,1902.44,39,74195.16
PO-61075,Vendor_95918,Item_82932,696.45,4,2785.8
PO-93560,Vendor_77987,Item_82572,7229.61,22,159051.42
PO-13225,Vendor_83435,Item_57014,7805.17,51,398063.67
PO-60521,Vendor_29079,Item_63945,7496.89,66,494794.74
PO-63902,Vendor_67897,Item_67289,3400.29,57,193816.53
PO-81635,Vendor_46610,Item_12323,2034.28,55,111885.4
PO-82494,Vendor_62671,Item_38094,910.72,13,11839.36
PO-36488,Vendor_92554,Item_31234,5808.02,22,127776.44
PO-19645,Vendor_43000,Item_69525,9820.03,23,225860.69
PO-99733,Vendor_10321,Item_35898,6341.46,80,507316.8
PO-19279,Vendor_90087,Item_48588,4892.92,62,303361.04
PO-86211,Vendor_22522,Item_71813,1404.7,9,12642.3
PO-78927,Vendor_98866,Item_53216,7044.06,41,288806.46
PO-89162,Vendor_44324,Item_97859,1287.5,40,51500.0
