Invoice Number,Vendor,PO Number,Invoice Date,Total Amount
INV-86030,Vendor_75999,PO-11258,"April 10, 2024",21412.31
INV-23195,Vendor_80481,PO-44225,"April 27, 2024",38484.34
INV-25220,Vendor_38855,PO-84469,"April 29, 2024",37892.97
INV-11422,Vendor_78967,PO-55783,"April 28, 2024",29943.8
INV-58458,Vendor_56478,PO-55250,"April 19, 2024",51551.88
INV-80983,Vendor_11038,PO-76207,"April 27, 2024",16514.41
INV-69479,Vendor_48993,PO-97426,"April 12, 2024",49941.68
INV-10315,Vendor_75084,PO-60391,"April 20, 2024",51622.54
INV-40102,Vendor_62470,PO-69878,"April 29, 2024",89545.25
INV-37973,Vendor_57230,PO-42411,"April 21, 2024",37208.74
INV-35101,Vendor_62801,PO-71866,"April 20, 2024",6710.74
INV-89700,Vendor_94647,PO-68577,"May 02, 2024",23043.25
INV-97748,Vendor_19623,PO-81673,"April 18, 2024",40222.29
INV-85311,Vendor_79989,PO-64124,"April 12, 2024",39486.41
INV-85417,Vendor_16721,PO-67223,"May 04, 2024",70362.61
INV-43911,Vendor_47856,PO-20654,"May 01, 2024",73820.58
INV-92761,Vendor_87140,PO-95617,"April 14, 2024",83104.83
INV-92865,Vendor_25019,PO-24249,"April 30, 2024",17591.78
INV-45621,Vendor_27322,PO-19643,"April 18, 2024",80462.02
INV-46181,Vendor_62314,PO-11504,"April 07, 2024",32870.39
INV-90170,Vendor_66536,PO-26647,"April 15, 2024",15598.9
INV-56363,Vendor_21473,PO-40011,"April 18, 2024",31778.49
INV-76369,Vendor_10295,PO-61830,"April 13, 2024",64795.6
INV-19369,Vendor_54357,PO-16624,"April 16, 2024",68807.26
INV-40446,Vendor_20393,PO-68304,"April 29, 2024",84881.46
INV-35034,Vendor_91265,PO-88506,"April 24, 2024",33387.41
INV-35749,Vendor_20105,PO-12017,"May 06, 2024",43824.92
INV-38558,Vendor_23682,PO-73879,"May 06, 2024",30714.37
INV-52228,Vendor_23195,PO-43419,"May 01, 2024",61753.68
INV-55290,Vendor_89979,PO-85045,"April 11, 2024",44483.34
INV-38883,Vendor_18317,PO-79928,"April 08, 2024",61418.52
INV-31602,Vendor_78350,PO-86995,"April 08, 2024",10273.79
INV-58550,Vendor_35667,PO-25276,"April 30, 2024",20348.97
INV-45238,Vendor_89453,PO-69428,"April 22, 2024",68688.96
INV-40185,Vendor_51879,PO-55115,"April 09, 2024",75565.37
INV-79304,Vendor_82282,PO-40293,"April 18, 2024",35305.51
INV-89019,Vendor_11306,PO-21252,"April 21, 2024",16023.61
INV-96724,Vendor_55706,PO-86918,"April 16, 2024",75325.12
INV-87433,Vendor_37319,PO-27131,"April 08, 2024",73140.47
INV-22100,Vendor_97945,PO-31159,"April 14, 2024",151.48
INV-67778,Vendor_77091,PO-75216,"May 05, 2024",85230.38
INV-29209,Vendor_59361,PO-33049,"April 13, 2024",33615.11
INV-70966,Vendor_88753,PO-87026,"April 08, 2024",71438.34
INV-79090,Vendor_97515,PO-90247,"April 14, 2024",79113.4
INV-89272,Vendor_59822,PO-44974,"April 12, 2024",83990.5
INV-85454,Vendor_58049,PO-52777,"April 15, 2024",43088.34
INV-31117,Vendor_27160,PO-91585,"April 19, 2024",44541.5
INV-98245,Vendor_32655,PO-55286,"April 26, 2024",71313.48
INV-76049,Vendor_79063,PO-52065,"May 06, 2024",48954.48
INV-55572,Vendor_99700,PO-65978,"April 30, 2024",25392.89
INV-83943,Vendor_71473,PO-81973,"April 19, 2024",91193.38
INV-91658,Vendor_25200,PO-21981,"April 07, 2024",17146.76
INV-95746,Vendor_49040,PO-85292,"April 09, 2024",57008.55
INV-32008,Vendor_81378,PO-63067,"April 26, 2024",53758.12
INV-89112,Vendor_45342,PO-19236,"April 08, 2024",79211.47
INV-62721,Vendor_37747,PO-88105,"April 27, 2024",93460.54
INV-37630,Vendor_80561,PO-76149,"April 12, 2024",41979.14
INV-57022,Vendor_73516,PO-33421,"May 02, 2024",94211.56
INV-40158,Vendor_94360,PO-90943,"April 25, 2024",96342.3
INV-26389,Vendor_22400,PO-62478,"April 25, 2024",79380.19
INV-97292,Vendor_39886,PO-67885,"April 15, 2024",4559.32
INV-47270,Vendor_81531,PO-73699,"May 04, 2024",61608.06
INV-68083,Vendor_34196,PO-33262,"May 05, 2024",8701.65
INV-20213,Vendor_61384,PO-84049,"April 08, 2024",31161.99
INV-13047,Vendor_48648,PO-64468,"May 05, 2024",42742.32
INV-91893,Vendor_55156,PO-30877,"April 24, 2024",90785.28
INV-54217,Vendor_94939,PO-33002,"April 23, 2024",66113.1
INV-15894,Vendor_31868,PO-45916,"May 02, 2024",21288.56
INV-21566,Vendor_20049,PO-89046,"April 21, 2024",18922.06
INV-29830,Vendor_61941,PO-36845,"April 15, 2024",42865.54
INV-62236,Vendor_33989,PO-19057,"April 30, 2024",37077.88
INV-36195,Vendor_31122,PO-38527,"May 02, 2024",89548.73
INV-33422,Vendor_13004,PO-53320,"May 02, 2024",12792.84
INV-36286,Vendor_46007,PO-98993,"May 01, 2024",94401.87
INV-85546,Vendor_37437,PO-42056,"April 12, 2024",15972.12
INV-53506,Vendor_76524,PO-20925,"May 01, 2024",75101.77
INV-42833,Vendor_22654,PO-17060,"April 27, 2024",76334.12
INV-51466,Vendor_54898,PO-25430,"April 13, 2024",57081.7
INV-99726,Vendor_16558,PO-60625,"April 23, 2024",88974.18
INV-41583,Vendor_28271,PO-59519,"April 26, 2024",90666.82
INV-10021,Vendor_31553,PO-85905,"April 11, 2024",98568.29
INV-88672,Vendor_33048,PO-17231,"April 17, 2024",45806.01
INV-52855,Vendor_13959,PO-26188,"May 02, 2024",13748.65
INV-17005,Vendor_41020,PO-86359,"April 11, 2024",56820.09
INV-60472,Vendor_71124,PO-35342,"April 26, 2024",62966.31
INV-99418,Vendor_45001,PO-17658,"April 29, 2024",30894.42
INV-97521,Vendor_47720,PO-36775,"April 09, 2024",3959.85
INV-96021,Vendor_93309,PO-96976,"April 19, 2024",70259.18
INV-22040,Vendor_61201,PO-14541,"April 25, 2024",94013.88
INV-56459,Vendor_60469,PO-53474,"April 24, 2024",39818.91
INV-67410,Vendor_75099,PO-38599,"April 28, 2024",74372.2
INV-41165,Vendor_12917,PO-60143,"April 09, 2024",32109.73
INV-49327,Vendor_74262,PO-37619,"May 03, 2024",17178.51
INV-53519,Vendor_43761,PO-13950,"April 26, 2024",33916.85
INV-23482,Vendor_82921,PO-90333,"April 07, 2024",16853.59
INV-64980,Vendor_61126,PO-32615,"April 15, 2024",94476.36
INV-37605,Vendor_26756,PO-82403,"May 03, 2024",48670.55
INV-82542,Vendor_47771,PO-84731,"May 02, 2024",62606.09
INV-21269,Vendor_38804,PO-70751,"April 28, 2024",96124.89
INV-28944,Vendor_31742,PO-38132,"May 04, 2024",85385.98
INV-53893,Vendor_65774,PO-77253,"April 27, 2024",2130.57
INV-88863,Vendor_27298,PO-82509,"April 12, 2024",14507.82
INV-65461,Vendor_33416,PO-36348,"April 07, 2024",22370.77
INV-60113,Vendor_82489,PO-70590,"April 27, 2024",57333.36
INV-95057,Vendor_66134,PO-49277,"April 27, 2024",18252.07
INV-56395,Vendor_19789,PO-93614,"April 15, 2024",55382.6
INV-12170,Vendor_29526,PO-92536,"April 19, 2024",68407.65
INV-63525,Vendor_86816,PO-77684,"April 27, 2024",77879.74
INV-21323,Vendor_54873,PO-76292,"May 03, 2024",80266.31
INV-47983,Vendor_63705,PO-90182,"April 09, 2024",6340.25
INV-89942,Vendor_67097,PO-52973,"April 18, 2024",27147.87
INV-60844,Vendor_81818,PO-88080,"April 27, 2024",59094.74
INV-86567,Vendor_31908,PO-93838,"April 30, 2024",12156.29
INV-89565,Vendor_97696,PO-59520,"April 18, 2024",34100.16
INV-12714,Vendor_54308,PO-70906,"April 29, 2024",38200.62
INV-94567,Vendor_95526,PO-23203,"April 26, 2024",4238.01
INV-83568,Vendor_56896,PO-61842,"April 09, 2024",47769.59
INV-58822,Vendor_33124,PO-13737,"May 04, 2024",5326.19
INV-65575,Vendor_94708,PO-87906,"April 08, 2024",80081.89
INV-63339,Vendor_86565,PO-92169,"April 20, 2024",33980.92
INV-82067,Vendor_82484,PO-75775,"May 01, 2024",8684.38
INV-48883,Vendor_94646,PO-20037,"April 14, 2024",84512.55
INV-29546,Vendor_81726,PO-87475,"May 05, 2024",45660.09
INV-83519,Vendor_49505,PO-57228,"April 25, 2024",23513.38
INV-79090,Vendor_73444,PO-24404,"April 08, 2024",56496.3
INV-54006,Vendor_88244,PO-91912,"April 17, 2024",48877.1
INV-35491,Vendor_94294,PO-70417,"April 15, 2024",64633.32
INV-29435,Vendor_86910,PO-48055,"April 12, 2024",63025.62
INV-20725,Vendor_24561,PO-31762,"April 22, 2024",68412.54
INV-54145,Vendor_43410,PO-27730,"April 27, 2024",91300.02
INV-88989,Vendor_36091,PO-91994,"May 06, 2024",49704.89
INV-59868,Vendor_27825,PO-49786,"April 27, 2024",3460.79
INV-10057,Vendor_94424,PO-97360,"April 26, 2024",25240.57
INV-90070,Vendor_72159,PO-76710,"April 22, 2024",38370.8
INV-66850,Vendor_67792,PO-52941,"April 20, 2024",55263.17
INV-45289,Vendor_53964,PO-23624,"April 19, 2024",15432.06
INV-92035,Vendor_64347,PO-50861,"April 12, 2024",68419.27
INV-83813,Vendor_26464,PO-27242,"May 02, 2024",45129.37
INV-69791,Vendor_48772,PO-14685,"May 06, 2024",554.74
INV-62985,Vendor_58975,PO-51432,"May 02, 2024",56779.2
INV-29542,Vendor_88937,PO-71790,"April 13, 2024",14955.81
INV-13897,Vendor_64402,PO-46073,"May 01, 2024",72586.73
INV-31497,Vendor_78817,PO-11095,"April 18, 2024",54584.87
INV-48934,Vendor_85062,PO-21125,"May 06, 2024",31409.1
INV-17879,Vendor_21189,PO-16902,"April 21, 2024",53546.2
INV-66918,Vendor_90868,PO-44040,"April 10, 2024",50541.84
INV-88673,Vendor_47643,PO-89692,"April 14, 2024",90864.52
INV-64166,Vendor_31961,PO-47984,"April 16, 2024",29424.18
INV-90612,Vendor_36897,PO-19983,"April 16, 2024",49881.88
INV-95220,Vendor_71827,PO-19337,"April 22, 2024",87256.1
INV-42889,Vendor_33243,PO-13925,"April 11, 2024",56298.7
INV-23483,Vendor_64163,PO-50922,"April 19, 2024",71553.07
INV-20704,Vendor_84808,PO-58108,"May 02, 2024",19603.86
INV-62482,Vendor_21246,PO-44145,"May 01, 2024",18099.4
INV-39004,Vendor_89270,PO-37807,"April 16, 2024",59359.87
INV-61590,Vendor_91614,PO-97340,"April 21, 2024",27639.74
INV-17205,Vendor_28767,PO-55362,"May 01, 2024",11585.78
INV-53117,Vendor_79530,PO-39719,"April 15, 2024",10034.36
INV-18933,Vendor_29355,PO-91524,"April 16, 2024",90091.9
INV-63116,Vendor_56923,PO-80795,"April 25, 2024",6708.96
INV-36379,Vendor_54264,PO-80405,"April 15, 2024",47838.02
INV-55260,Vendor_17837,PO-26629,"April 16, 2024",37701.12
INV-21439,Vendor_43213,PO-78097,"April 12, 2024",45338.93
INV-11283,Vendor_15682,PO-21831,"April 13, 2024",22135.68
INV-73555,Vendor_48381,PO-79575,"April 22, 2024",82960.39
INV-20298,Vendor_38632,PO-68681,"April 16, 2024",497.92
INV-16702,Vendor_83614,PO-66584,"May 05, 2024",48858.6
INV-82707,Vendor_51102,PO-26782,"May 04, 2024",91691.01
INV-42813,Vendor_71837,PO-20228,"April 17, 2024",74801.03
INV-72571,Vendor_13801,PO-91049,"April 29, 2024",17413.67
INV-76325,Vendor_46959,PO-62045,"April 24, 2024",92405.6
INV-50879,Vendor_29347,PO-73628,"April 07, 2024",23877.01
INV-85792,Vendor_81897,PO-35275,"April 30, 2024",52647.8
INV-39226,Vendor_99999,PO-38000,"April 21, 2024",32432.79
INV-59270,Vendor_56693,PO-31405,"April 07, 2024",21966.45
INV-26837,Vendor_69553,PO-98762,"April 30, 2024",65325.34
INV-15770,Vendor_76435,PO-86678,"April 12, 2024",89821.06
INV-28029,Vendor_83667,PO-76056,"April 12, 2024",85368.55
INV-35965,Vendor_32431,PO-67497,"April 24, 2024",33523.38
INV-90029,Vendor_75946,PO-67865,"April 18, 2024",35907.83
INV-97226,Vendor_57053,PO-81639,"April 30, 2024",14567.95
INV-57652,Vendor_12764,PO-66351,"April 24, 2024",70505.13
INV-29554,Vendor_34342,PO-52922,"April 24, 2024",51839.9
INV-92990,Vendor_23719,PO-30143,"April 29, 2024",23495.44
INV-22139,Vendor_12311,PO-18222,"April 24, 2024",41747.18
INV-57696,Vendor_26312,PO-85828,"April 18, 2024",78435.13
INV-82812,Vendor_27562,PO-80051,"May 05, 2024",22772.92
INV-83990,Vendor_71992,PO-91846,"April 26, 2024",7685.25
INV-91387,Vendor_88567,PO-97158,"April 29, 2024",35847.59
INV-89135,Vendor_96855,PO-68653,"April 27, 2024",32263.13
INV-96318,Vendor_48272,PO-94992,"April 07, 2024",34893.19
INV-17352,Vendor_18395,PO-32917,"May 01, 2024",111.59
INV-44777,Vendor_81341,PO-26005,"May 03, 2024",82047.97
INV-39882,Vendor_64519,PO-79791,"April 26, 2024",25315.35
INV-54813,Vendor_53877,PO-53630,"April 11, 2024",14954.54
INV-27273,Vendor_22938,PO-46169,"April 17, 2024",55366.3
INV-42852,Vendor_70433,PO-28666,"April 29, 2024",31790.46
INV-31812,Vendor_92318,PO-29881,"April 12, 2024",95230.64
INV-41771,Vendor_70910,PO-42391,"April 24, 2024",82430.17
INV-13154,Vendor_55644,PO-91117,"April 21, 2024",28638.02
INV-14533,Vendor_69839,PO-82987,"May 04, 2024",86411.13
INV-60590,Vendor_75446,PO-21682,"May 05, 2024",61621.95
INV-90767,Vendor_80934,PO-33348,"May 03, 2024",64804.41
INV-48267,Vendor_90492,PO-98404,"April 21, 2024",94436.6
INV-63690,Vendor_52019,PO-56753,"April 20, 2024",15936.06
INV-89301,Vendor_67802,PO-90035,"April 20, 2024",9520.86
INV-62764,Vendor_94524,PO-21266,"April 12, 2024",46757.65
INV-95315,Vendor_65374,PO-50096,"April 23, 2024",9077.71
INV-74572,Vendor_62982,PO-54674,"April 17, 2024",74038.83
INV-89919,Vendor_44507,PO-72485,"April 19, 2024",67361.53
INV-18603,Vendor_68398,PO-42082,"April 07, 2024",63389.6
INV-17188,Vendor_25857,PO-86109,"April 24, 2024",79903.41
INV-41402,Vendor_76564,PO-92278,"April 23, 2024",74007.9
INV-23602,Vendor_77504,PO-41071,"May 06, 2024",44412.97
INV-43030,Vendor_23382,PO-89374,"April 25, 2024",77342.55
INV-59230,Vendor_53951,PO-89601,"April 07, 2024",96200.94
INV-58383,Vendor_58576,PO-48177,"April 08, 2024",39295.9
INV-56112,Vendor_33508,PO-15858,"April 23, 2024",84380.63
INV-22915,Vendor_22384,PO-43111,"April 09, 2024",13613.63
INV-45803,Vendor_54695,PO-92554,"May 02, 2024",87601.11
INV-52603,Vendor_98738,PO-31459,"April 23, 2024",380.74
INV-64194,Vendor_37146,PO-57604,"April 15, 2024",6068.74
INV-97925,Vendor_32203,PO-33561,"May 02, 2024",33070.08
INV-37358,Vendor_64175,PO-14383,"May 05, 2024",11730.78
INV-19287,Vendor_90450,PO-93865,"April 21, 2024",74785.37
INV-78130,Vendor_82937,PO-20993,"May 01, 2024",33862.42
INV-43377,Vendor_23453,PO-48866,"April 22, 2024",33733.06
INV-25890,Vendor_24204,PO-78332,"April 12, 2024",61836.49
INV-62708,Vendor_69151,PO-39008,"April 15, 2024",52678.52
INV-31516,Vendor_57353,PO-65373,"April 29, 2024",91667.19
INV-74935,Vendor_82759,PO-56625,"May 06, 2024",77839.22
INV-21810,Vendor_57724,PO-53309,"May 01, 2024",1829.47
INV-90107,Vendor_77587,PO-17262,"April 25, 2024",11729.89
INV-50895,Vendor_84299,PO-14659,"April 22, 2024",23272.98
INV-45580,Vendor_59759,PO-94332,"April 12, 2024",20211.97
INV-33965,Vendor_58551,PO-55411,"April 13, 2024",84402.12
INV-75199,Vendor_59865,PO-68638,"May 03, 2024",77463.3
INV-82283,Vendor_86873,PO-78623,"April 30, 2024",4723.99
INV-67663,Vendor_75088,PO-88675,"April 16, 2024",14609.4
INV-47856,Vendor_56878,PO-99895,"April 15, 2024",76247.48
INV-92011,Vendor_79669,PO-35306,"April 16, 2024",99325.98
INV-20290,Vendor_42585,PO-16787,"April 30, 2024",15912.48
INV-81768,Vendor_14325,PO-10390,"April 30, 2024",16493.34
INV-54590,Vendor_29511,PO-64961,"May 04, 2024",99503.49
INV-86429,Vendor_64969,PO-64216,"April 22, 2024",5774.86
INV-54715,Vendor_57229,PO-86935,"April 13, 2024",12085.4
INV-17084,Vendor_75747,PO-26327,"April 20, 2024",1796.05
INV-50784,Vendor_26059,PO-84298,"April 20, 2024",41645.32
INV-73227,Vendor_88272,PO-43808,"May 06, 2024",98800.06
INV-73092,Vendor_58501,PO-98230,"April 29, 2024",45438.51
INV-56355,Vendor_78598,PO-20095,"April 13, 2024",90023.75
INV-73794,Vendor_44592,PO-65725,"April 20, 2024",39822.3
INV-48290,Vendor_78517,PO-21589,"April 13, 2024",33037.08
INV-15952,Vendor_47502,PO-26878,"April 13, 2024",48626.33
INV-77451,Vendor_80104,PO-71864,"May 02, 2024",64414.73
INV-24982,Vendor_64595,PO-81164,"May 03, 2024",89828.49
INV-20845,Vendor_11690,PO-75212,"May 01, 2024",97402.53
INV-64954,Vendor_34992,PO-82579,"May 01, 2024",14012.49
INV-84414,Vendor_68144,PO-37944,"April 14, 2024",27396.85
INV-12419,Vendor_12003,PO-78993,"April 07, 2024",72283.72
INV-73729,Vendor_52521,PO-97498,"April 22, 2024",56711.74
INV-63537,Vendor_26201,PO-67452,"May 05, 2024",8799.04
INV-72704,Vendor_32738,PO-34871,"May 04, 2024",1481.82
INV-92715,Vendor_56398,PO-59161,"April 17, 2024",11203.68
INV-66700,Vendor_36516,PO-19710,"April 10, 2024",33653.7
INV-66907,Vendor_44797,PO-70795,"April 18, 2024",6483.39
INV-71017,Vendor_10525,PO-88688,"April 14, 2024",52559.86
INV-41929,Vendor_28209,PO-54747,"April 16, 2024",77575.47
INV-17347,Vendor_73066,PO-48394,"May 05, 2024",10925.41
INV-95196,Vendor_19485,PO-36454,"April 29, 2024",91384.96
INV-97987,Vendor_12365,PO-10469,"April 20, 2024",29534.01
INV-29122,Vendor_25813,PO-15556,"May 06, 2024",15467.02
INV-30158,Vendor_63177,PO-11039,"April 28, 2024",28341.54
INV-51079,Vendor_62553,PO-97199,"April 24, 2024",26463.57
INV-15429,Vendor_31592,PO-66551,"April 16, 2024",73339.85
INV-34365,Vendor_22264,PO-76114,"April 28, 2024",88615.21
INV-33909,Vendor_86570,PO-12876,"May 02, 2024",86713.28
INV-51406,Vendor_48909,PO-88462,"April 13, 2024",66365.31
INV-76424,Vendor_96685,PO-25913,"April 18, 2024",77057.48
INV-68634,Vendor_46987,PO-40354,"May 03, 2024",38746.62
INV-88869,Vendor_22467,PO-83651,"April 21, 2024",98008.59
INV-99497,Vendor_66285,PO-64438,"April 26, 2024",73074.17
INV-82437,Vendor_48854,PO-12683,"April 09, 2024",59542.38
INV-46824,Vendor_80898,PO-91680,"April 23, 2024",62915.68
INV-32481,Vendor_33678,PO-16246,"April 07, 2024",83997.64
INV-55624,Vendor_13905,PO-30630,"April 27, 2024",61907.84
INV-11982,Vendor_71530,PO-55640,"April 23, 2024",34292.51
INV-97242,Vendor_57017,PO-62548,"May 01, 2024",14514.93
INV-27218,Vendor_30898,PO-50065,"April 26, 2024",46089.97
INV-14315,Vendor_29296,PO-37334,"April 28, 2024",25095.25
INV-79122,Vendor_85156,PO-66749,"May 05, 2024",34466.34
INV-48935,Vendor_60074,PO-28969,"April 24, 2024",70512.29
INV-92106,Vendor_40201,PO-85229,"April 24, 2024",5346.25
INV-66818,Vendor_31159,PO-61620,"April 20, 2024",99674.84
INV-40354,Vendor_85642,PO-43153,"April 19, 2024",13648.02
INV-70430,Vendor_58253,PO-41293,"April 15, 2024",31952.03
INV-47961,Vendor_89091,PO-49654,"April 16, 2024",15466.41
INV-19302,Vendor_20895,PO-74404,"April 28, 2024",9516.09
INV-12499,Vendor_74038,PO-90869,"April 23, 2024",47950.42
INV-29179,Vendor_63951,PO-10107,"May 05, 2024",59633.51
INV-57388,Vendor_17514,PO-31126,"May 05, 2024",63256.66
INV-22357,Vendor_95826,PO-90520,"April 22, 2024",44482.49
INV-51911,Vendor_92357,PO-78510,"April 18, 2024",19165.99
INV-92105,Vendor_90120,PO-62867,"April 07, 2024",83510.07
INV-85096,Vendor_16293,PO-65692,"April 17, 2024",2762.54
INV-20673,Vendor_81705,PO-10955,"April 11, 2024",17920.75
INV-57053,Vendor_85178,PO-24489,"April 10, 2024",46026.12
INV-80851,Vendor_38139,PO-83030,"April 12, 2024",21976.02
INV-98307,Vendor_91763,PO-60227,"April 10, 2024",49787.13
INV-71589,Vendor_85466,PO-12772,"April 26, 2024",98910.23
INV-54657,Vendor_93934,PO-58301,"April 30, 2024",6990.06
INV-38201,Vendor_37906,PO-90070,"April 26, 2024",36437.95
INV-17843,Vendor_46928,PO-55648,"April 11, 2024",43732.26
INV-76195,Vendor_86802,PO-83640,"April 11, 2024",52601.05
INV-50473,Vendor_41166,PO-65369,"April 18, 2024",95658.01
INV-43988,Vendor_61157,PO-68094,"April 19, 2024",1463.35
INV-21549,Vendor_89827,PO-58243,"April 19, 2024",84474.44
INV-95113,Vendor_50752,PO-96897,"April 16, 2024",43392.09
INV-57753,Vendor_39966,PO-88515,"April 08, 2024",22685.35
INV-14098,Vendor_99525,PO-24756,"April 20, 2024",63038.85
INV-43087,Vendor_42840,PO-79130,"April 14, 2024",7024.3
INV-91879,Vendor_53772,PO-20762,"April 11, 2024",57564.5
INV-91890,Vendor_47500,PO-87532,"April 26, 2024",78483.72
INV-66097,Vendor_80811,PO-41662,"April 23, 2024",82857.23
INV-58270,Vendor_90175,PO-55145,"April 14, 2024",11915.32
INV-44305,Vendor_76059,PO-49763,"May 01, 2024",17082.04
INV-34702,Vendor_79538,PO-59598,"April 14, 2024",58160.84
INV-20191,Vendor_67580,PO-79243,"April 10, 2024",711.71
INV-91073,Vendor_73847,PO-78313,"April 16, 2024",98439.92
INV-59316,Vendor_59015,PO-56091,"April 15, 2024",37170.26
INV-15297,Vendor_93634,PO-54021,"April 16, 2024",62828.04
INV-49569,Vendor_78346,PO-48461,"April 08, 2024",85909.53
INV-94095,Vendor_71277,PO-30277,"April 17, 2024",61423.54
INV-96038,Vendor_15688,PO-61010,"April 17, 2024",93148.69
INV-66971,Vendor_45731,PO-41820,"April 13, 2024",42907.12
INV-77996,Vendor_90132,PO-63263,"April 21, 2024",99637.79
INV-23395,Vendor_67048,PO-29921,"April 15, 2024",75036.66
INV-92513,Vendor_42612,PO-48825,"May 01, 2024",10214.51
INV-25964,Vendor_58648,PO-81770,"April 17, 2024",62911.55
INV-46133,Vendor_30803,PO-34188,"April 30, 2024",70312.79
INV-31208,Vendor_82122,PO-90835,"April 09, 2024",57808.67
INV-82628,Vendor_44472,PO-84798,"April 26, 2024",70176.67
INV-90484,Vendor_64882,PO-91845,"April 12, 2024",33564.79
INV-28507,Vendor_40745,PO-52507,"April 27, 2024",23732.42
INV-95912,Vendor_92003,PO-11334,"April 13, 2024",94969.51
INV-38625,Vendor_41520,PO-45135,"April 12, 2024",79732.66
INV-81860,Vendor_39796,PO-34928,"April 12, 2024",17272.06
INV-87888,Vendor_25229,PO-60800,"April 27, 2024",28145.31
INV-22834,Vendor_41402,PO-91360,"May 06, 2024",91692.28
INV-41312,Vendor_50083,PO-49803,"May 03, 2024",65977.99
INV-77198,Vendor_95389,PO-42315,"April 19, 2024",65658.95
INV-31729,Vendor_15386,PO-76847,"April 18, 2024",46563.27
INV-57725,Vendor_26006,PO-45998,"May 03, 2024",2910.31
INV-36211,Vendor_19721,PO-64874,"April 23, 2024",34550.28
INV-51521,Vendor_45382,PO-75278,"April 20, 2024",66894.75
INV-84509,Vendor_31967,PO-82898,"May 06, 2024",96444.19
INV-12783,Vendor_40645,PO-28650,"April 26, 2024",58388.16
INV-48371,Vendor_34199,PO-44843,"April 21, 2024",16994.15
INV-90863,Vendor_19871,PO-69319,"May 02, 2024",13689.8
INV-87024,Vendor_14453,PO-76096,"April 07, 2024",79350.58
INV-21468,Vendor_21135,PO-50882,"April 23, 2024",83802.52
INV-82660,Vendor_39831,PO-14756,"April 20, 2024",91755.29
INV-10967,Vendor_24843,PO-43204,"April 07, 2024",17651.77
INV-82978,Vendor_21505,PO-57671,"April 10, 2024",89669.91
INV-79841,Vendor_36218,PO-56298,"May 04, 2024",37339.79
INV-11661,Vendor_17745,PO-54508,"April 13, 2024",9352.57
INV-11408,Vendor_19863,PO-68513,"April 10, 2024",30932.84
INV-47010,Vendor_30768,PO-46755,"May 04, 2024",63282.44
INV-84986,Vendor_47911,PO-77386,"April 30, 2024",74017.12
INV-12955,Vendor_19254,PO-80167,"April 26, 2024",42997.28
INV-39072,Vendor_41396,PO-42618,"May 03, 2024",64892.15
INV-86956,Vendor_11758,PO-32681,"April 20, 2024",34446.75
INV-30388,Vendor_86358,PO-25732,"April 26, 2024",80710.71
INV-72193,Vendor_62683,PO-41118,"May 04, 2024",27622.97
