Employee,Department,Item,Budget Code,Delivery Date
Employee_60567,Marketing,Item_92519,Mar-80042,"April 27, 2024"
Employee_18745,R&D,Item_27449,R&D-59397,"April 29, 2024"
Employee_72119,HR,Item_70624,HR-71345,"April 13, 2024"
Employee_98526,HR,Item_18898,HR-12193,"April 19, 2024"
Employee_43973,Finance,Item_75948,Fin-55551,"April 19, 2024"
Employee_51941,IT,Item_14352,IT-78967,"May 02, 2024"
Employee_81972,R&D,Item_66106,R&D-27943,"April 24, 2024"
Employee_97394,IT,Item_66081,IT-48740,"May 04, 2024"
Employee_32364,IT,Item_50171,IT-18894,"May 04, 2024"
Employee_48936,Finance,Item_97046,Fin-76369,"April 16, 2024"
Employee_15305,Operations,Item_11935,Ope-64530,"April 28, 2024"
Employee_52149,IT,Item_65929,IT-32069,"May 01, 2024"
Employee_36179,Sales,Item_48392,Sal-58074,"April 16, 2024"
Employee_86096,Sales,Item_58106,Sal-50088,"April 22, 2024"
Employee_20373,HR,Item_66892,HR-49460,"April 26, 2024"
Employee_39439,Marketing,Item_69575,Mar-55367,"April 20, 2024"
Employee_92905,HR,Item_58843,HR-63759,"April 14, 2024"
Employee_15629,Finance,Item_60840,Fin-97233,"April 22, 2024"
Employee_65078,IT,Item_75413,IT-85698,"May 01, 2024"
Employee_87883,IT,Item_98399,IT-92675,"April 22, 2024"
Employee_94210,Marketing,Item_38453,Mar-79968,"April 12, 2024"
Employee_27741,Marketing,Item_55211,Mar-54279,"April 18, 2024"
Employee_52203,HR,Item_35491,HR-49357,"April 28, 2024"
Employee_70805,Operations,Item_88329,Ope-99270,"April 11, 2024"
Employee_61361,HR,Item_34728,HR-46775,"April 16, 2024"
Employee_28092,Sales,Item_10181,Sal-86523,"May 06, 2024"
Employee_76916,R&D,Item_86604,R&D-51409,"April 24, 2024"
Employee_89485,R&D,Item_77350,R&D-63032,"April 23, 2024"
Employee_76885,HR,Item_32910,HR-89786,"April 13, 2024"
Employee_28119,Sales,Item_69744,Sal-74672,"April 30, 2024"
Employee_45923,R&D,Item_58143,R&D-40171,"April 19, 2024"
Employee_11224,IT,Item_96747,IT-65024,"April 14, 2024"
Employee_21200,HR,Item_51862,HR-75922,"April 21, 2024"
Employee_27070,IT,Item_85406,IT-53941,"April 11, 2024"
Employee_25786,HR,Item_70103,HR-67676,"May 03, 2024"
Employee_77411,IT,Item_58383,IT-52019,"April 13, 2024"
Employee_31374,Marketing,Item_74413,Mar-47610,"May 02, 2024"
Employee_47234,Finance,Item_45632,Fin-88927,"April 07, 2024"
Employee_66266,R&D,Item_58076,R&D-29959,"April 28, 2024"
Employee_97068,HR,Item_40198,HR-88310,"May 05, 2024"
Employee_43237,Sales,Item_93987,Sal-16414,"April 29, 2024"
Employee_21004,Sales,Item_96689,Sal-57211,"April 21, 2024"
Employee_41213,HR,Item_80141,HR-22425,"April 23, 2024"
Employee_36473,R&D,Item_77537,R&D-33457,"May 01, 2024"
Employee_97697,Marketing,Item_51043,Mar-67942,"April 23, 2024"
Employee_50939,Operations,Item_54924,Ope-29200,"April 29, 2024"
Employee_45815,Finance,Item_49922,Fin-55924,"April 27, 2024"
Employee_93463,Finance,Item_68837,Fin-92427,"April 15, 2024"
Employee_73003,R&D,Item_21280,R&D-27067,"April 21, 2024"
Employee_92830,HR,Item_93604,HR-82535,"April 30, 2024"
Employee_80266,Operations,Item_37055,Ope-69601,"May 01, 2024"
Employee_55130,Marketing,Item_45589,Mar-70801,"April 30, 2024"
Employee_88979,HR,Item_95304,HR-80870,"May 04, 2024"
Employee_35312,IT,Item_43844,IT-76937,"April 27, 2024"
Employee_35846,R&D,Item_96331,R&D-23873,"April 07, 2024"
Employee_40860,HR,Item_56361,HR-18301,"April 17, 2024"
Employee_92602,Marketing,Item_51019,Mar-63110,"May 04, 2024"
Employee_12755,HR,Item_95770,HR-56469,"April 20, 2024"
Employee_39488,IT,Item_10577,IT-56613,"April 26, 2024"
Employee_83795,Operations,Item_65160,Ope-25550,"April 10, 2024"
Employee_87666,Marketing,Item_86462,Mar-94670,"April 17, 2024"
Employee_68717,R&D,Item_33971,R&D-12639,"April 21, 2024"
Employee_23236,Sales,Item_87601,Sal-55807,"May 01, 2024"
Employee_67674,R&D,Item_90561,R&D-51757,"April 11, 2024"
Employee_68796,HR,Item_61665,HR-46064,"April 19, 2024"
Employee_88076,R&D,Item_29151,R&D-99030,"April 15, 2024"
Employee_46426,Sales,Item_65567,Sal-64428,"April 23, 2024"
Employee_14793,IT,Item_63506,IT-60117,"May 03, 2024"
Employee_63238,Finance,Item_23501,Fin-48791,"April 24, 2024"
Employee_29755,Finance,Item_14900,Fin-27941,"April 26, 2024"
Employee_74860,Finance,Item_36526,Fin-33945,"May 05, 2024"
Employee_67781,IT,Item_60713,IT-44894,"April 27, 2024"
Employee_54817,Operations,Item_88145,Ope-54023,"May 01, 2024"
Employee_31326,HR,Item_28829,HR-23186,"April 30, 2024"
Employee_26408,Sales,Item_54281,Sal-61197,"April 27, 2024"
Employee_52323,Finance,Item_45494,Fin-87501,"April 30, 2024"
Employee_68663,IT,Item_52605,IT-59723,"April 14, 2024"
Employee_45196,Marketing,Item_33986,Mar-43820,"April 19, 2024"
Employee_64710,R&D,Item_70350,R&D-22158,"May 06, 2024"
Employee_53937,Marketing,Item_15780,Mar-75352,"April 28, 2024"
Employee_49501,R&D,Item_51325,R&D-46404,"April 24, 2024"
Employee_96157,Finance,Item_35944,Fin-41591,"April 29, 2024"
Employee_39323,Sales,Item_92699,Sal-52335,"April 11, 2024"
Employee_20428,Finance,Item_81076,Fin-93554,"April 23, 2024"
Employee_23082,HR,Item_49195,HR-53895,"April 12, 2024"
Employee_74466,Marketing,Item_23230,Mar-64924,"April 17, 2024"
Employee_22925,HR,Item_92369,HR-86755,"April 12, 2024"
Employee_37638,Sales,Item_91566,Sal-48426,"April 19, 2024"
Employee_26023,R&D,Item_33312,R&D-44722,"April 10, 2024"
Employee_79761,Operations,Item_74409,Ope-30281,"April 22, 2024"
Employee_82618,Sales,Item_68435,Sal-59499,"April 08, 2024"
Employee_36091,Operations,Item_47479,Ope-71199,"May 03, 2024"
Employee_77857,Operations,Item_24286,Ope-84661,"April 11, 2024"
Employee_20797,Sales,Item_80170,Sal-75741,"April 29, 2024"
Employee_82325,Finance,Item_58482,Fin-90651,"May 04, 2024"
Employee_72238,Finance,Item_54579,Fin-95354,"May 05, 2024"
Employee_46170,Finance,Item_33050,Fin-19988,"April 19, 2024"
Employee_52483,Finance,Item_90089,Fin-70541,"April 11, 2024"
Employee_47954,Sales,Item_51065,Sal-12624,"April 13, 2024"
Employee_98821,Finance,Item_81445,Fin-74253,"April 12, 2024"
Employee_30088,IT,Item_96381,IT-78891,"April 11, 2024"
Employee_51626,Sales,Item_66101,Sal-16371,"April 25, 2024"
Employee_94810,R&D,Item_72249,R&D-27101,"May 01, 2024"
Employee_73889,R&D,Item_28688,R&D-75353,"April 10, 2024"
Employee_52058,IT,Item_33376,IT-24540,"May 06, 2024"
Employee_23294,Operations,Item_72624,Ope-46650,"May 06, 2024"
Employee_12848,Sales,Item_36838,Sal-84410,"April 22, 2024"
Employee_43725,IT,Item_96908,IT-36899,"April 25, 2024"
Employee_60825,Marketing,Item_80423,Mar-96513,"April 11, 2024"
Employee_30434,Sales,Item_35718,Sal-78279,"May 02, 2024"
Employee_62145,Finance,Item_14084,Fin-76020,"April 26, 2024"
Employee_12107,Operations,Item_11169,Ope-35265,"April 21, 2024"
Employee_34009,Finance,Item_24590,Fin-41483,"April 29, 2024"
Employee_68806,Sales,Item_24387,Sal-88834,"April 22, 2024"
Employee_60253,IT,Item_52926,IT-83907,"April 20, 2024"
Employee_81039,Marketing,Item_77454,Mar-17307,"April 17, 2024"
Employee_14780,HR,Item_14519,HR-78645,"April 19, 2024"
Employee_61658,Sales,Item_77573,Sal-91936,"May 05, 2024"
Employee_45693,HR,Item_39495,HR-47562,"April 26, 2024"
Employee_77900,Operations,Item_92511,Ope-35684,"April 14, 2024"
Employee_79417,HR,Item_20079,HR-58402,"May 06, 2024"
Employee_89221,Sales,Item_93344,Sal-10319,"April 25, 2024"
Employee_26285,IT,Item_19046,IT-51433,"April 15, 2024"
Employee_81839,Operations,Item_53897,Ope-81681,"April 14, 2024"
Employee_48916,IT,Item_64091,IT-30042,"April 25, 2024"
Employee_55514,IT,Item_28025,IT-31451,"April 23, 2024"
Employee_52855,Marketing,Item_91396,Mar-41332,"May 03, 2024"
Employee_76579,Sales,Item_24947,Sal-50683,"May 03, 2024"
Employee_40966,IT,Item_28329,IT-92945,"April 12, 2024"
Employee_61377,R&D,Item_78333,R&D-61776,"May 01, 2024"
Employee_45830,Sales,Item_63124,Sal-35981,"April 10, 2024"
Employee_96740,Marketing,Item_66698,Mar-15053,"May 01, 2024"
Employee_58877,Sales,Item_48392,Sal-25902,"May 01, 2024"
Employee_67857,Marketing,Item_75757,Mar-86057,"May 01, 2024"
Employee_48361,IT,Item_92812,IT-23150,"April 22, 2024"
Employee_94868,IT,Item_82614,IT-19699,"May 04, 2024"
Employee_22147,Marketing,Item_88301,Mar-48035,"April 17, 2024"
Employee_78899,HR,Item_91127,HR-90270,"April 18, 2024"
Employee_34081,R&D,Item_12333,R&D-62933,"April 29, 2024"
Employee_42131,HR,Item_66121,HR-98442,"April 19, 2024"
Employee_96358,Marketing,Item_73315,Mar-45221,"April 29, 2024"
Employee_71790,R&D,Item_15639,R&D-59411,"April 14, 2024"
Employee_28625,HR,Item_61374,HR-83725,"May 06, 2024"
Employee_29678,Marketing,Item_15556,Mar-95307,"April 14, 2024"
Employee_60531,Marketing,Item_40436,Mar-39102,"April 29, 2024"
Employee_25798,IT,Item_30743,IT-45996,"April 23, 2024"
Employee_31776,IT,Item_51850,IT-65333,"April 24, 2024"
Employee_15363,IT,Item_45051,IT-58568,"April 15, 2024"
Employee_88413,Operations,Item_14909,Ope-87075,"April 12, 2024"
Employee_38945,Operations,Item_35486,Ope-77421,"April 07, 2024"
Employee_30686,R&D,Item_84092,R&D-86710,"May 06, 2024"
Employee_86683,Operations,Item_36022,Ope-69797,"April 19, 2024"
Employee_97358,IT,Item_72179,IT-78047,"May 05, 2024"
Employee_77924,Marketing,Item_61411,Mar-20462,"April 29, 2024"
Employee_69443,Sales,Item_75438,Sal-86636,"May 04, 2024"
Employee_17511,IT,Item_42915,IT-75947,"April 11, 2024"
Employee_40710,Sales,Item_90220,Sal-61580,"April 17, 2024"
Employee_93296,IT,Item_23281,IT-70121,"April 24, 2024"
Employee_26685,R&D,Item_94195,R&D-88482,"April 25, 2024"
Employee_24491,Finance,Item_20816,Fin-59706,"May 01, 2024"
Employee_68102,HR,Item_68424,HR-60052,"May 01, 2024"
Employee_14156,Marketing,Item_19258,Mar-28305,"April 09, 2024"
Employee_12929,R&D,Item_45271,R&D-39457,"May 03, 2024"
Employee_45100,HR,Item_13954,HR-57248,"April 25, 2024"
Employee_66499,Operations,Item_21564,Ope-91616,"April 22, 2024"
Employee_62583,Operations,Item_72855,Ope-62419,"April 25, 2024"
Employee_54352,Marketing,Item_61033,Mar-31031,"April 17, 2024"
Employee_12744,Finance,Item_40601,Fin-85764,"April 26, 2024"
Employee_16812,Finance,Item_57509,Fin-19537,"April 17, 2024"
Employee_50815,Finance,Item_12091,Fin-52537,"April 26, 2024"
Employee_96510,R&D,Item_18281,R&D-25282,"April 20, 2024"
Employee_13611,Operations,Item_55407,Ope-84540,"May 03, 2024"
Employee_61846,R&D,Item_48182,R&D-95765,"April 24, 2024"
Employee_90960,IT,Item_74192,IT-37668,"April 16, 2024"
Employee_88954,R&D,Item_89483,R&D-93626,"April 30, 2024"
Employee_42159,HR,Item_37819,HR-22881,"April 25, 2024"
Employee_91883,R&D,Item_33080,R&D-15027,"May 02, 2024"
Employee_25284,IT,Item_69814,IT-80883,"April 18, 2024"
Employee_19997,Operations,Item_40185,Ope-19983,"April 11, 2024"
Employee_38017,Sales,Item_51261,Sal-30333,"April 12, 2024"
Employee_64363,IT,Item_65133,IT-99793,"April 21, 2024"
Employee_24173,Finance,Item_24839,Fin-71124,"April 21, 2024"
Employee_71621,R&D,Item_25981,R&D-95250,"April 08, 2024"
Employee_19435,Finance,Item_37582,Fin-13764,"April 10, 2024"
Employee_66814,Finance,Item_30348,Fin-45826,"April 19, 2024"
Employee_88399,Operations,Item_27160,Ope-85856,"April 29, 2024"
Employee_30693,Sales,Item_15342,Sal-91784,"May 04, 2024"
Employee_90643,IT,Item_58831,IT-55449,"April 11, 2024"
Employee_37647,R&D,Item_72865,R&D-39049,"April 30, 2024"
Employee_36803,IT,Item_16646,IT-58597,"April 15, 2024"
Employee_71106,Sales,Item_70636,Sal-43569,"May 06, 2024"
Employee_25317,IT,Item_68853,IT-93669,"April 24, 2024"
Employee_10732,Finance,Item_20826,Fin-25844,"April 25, 2024"
Employee_55349,Marketing,Item_82027,Mar-93731,"April 12, 2024"
Employee_10540,Marketing,Item_21489,Mar-91751,"April 26, 2024"
Employee_55828,HR,Item_93111,HR-80644,"April 08, 2024"
Employee_65477,Sales,Item_34728,Sal-12488,"May 01, 2024"
Employee_26242,R&D,Item_35206,R&D-24813,"April 16, 2024"
Employee_22649,Operations,Item_84001,Ope-84691,"April 26, 2024"
Employee_79229,IT,Item_24351,IT-34498,"April 25, 2024"
Employee_76420,Operations,Item_36563,Ope-96696,"April 16, 2024"
Employee_55376,HR,Item_18748,HR-55876,"April 11, 2024"
Employee_89064,HR,Item_61944,HR-99500,"April 27, 2024"
Employee_23093,IT,Item_31304,IT-87609,"May 02, 2024"
Employee_31282,Sales,Item_69032,Sal-87796,"April 21, 2024"
Employee_97448,Marketing,Item_10128,Mar-53499,"April 27, 2024"
Employee_52300,HR,Item_62720,HR-98764,"April 07, 2024"
Employee_24416,Finance,Item_99326,Fin-68012,"April 29, 2024"
Employee_50785,HR,Item_79678,HR-61621,"April 13, 2024"
Employee_91701,IT,Item_41911,IT-60155,"April 24, 2024"
Employee_49725,Sales,Item_87311,Sal-93891,"April 24, 2024"
Employee_75114,R&D,Item_13103,R&D-54676,"April 10, 2024"
Employee_55795,Sales,Item_17665,Sal-94438,"April 25, 2024"
Employee_12213,R&D,Item_90242,R&D-31094,"May 05, 2024"
Employee_54295,Sales,Item_94932,Sal-13411,"April 12, 2024"
Employee_66272,Marketing,Item_89487,Mar-65957,"April 15, 2024"
Employee_60369,Sales,Item_34372,Sal-21220,"April 11, 2024"
Employee_42524,Operations,Item_90099,Ope-75960,"April 09, 2024"
Employee_31160,IT,Item_79851,IT-65712,"April 25, 2024"
Employee_30538,R&D,Item_24555,R&D-79298,"April 30, 2024"
Employee_29890,Marketing,Item_15115,Mar-25595,"April 30, 2024"
Employee_77198,Finance,Item_28616,Fin-27298,"April 16, 2024"
Employee_70760,Marketing,Item_15546,Mar-60379,"April 23, 2024"
Employee_14708,Finance,Item_81343,Fin-57069,"April 24, 2024"
Employee_71601,Marketing,Item_18355,Mar-69463,"April 11, 2024"
Employee_22330,Finance,Item_81950,Fin-57193,"May 02, 2024"
Employee_62537,IT,Item_45200,IT-69215,"April 22, 2024"
Employee_37135,IT,Item_52790,IT-43059,"May 02, 2024"
Employee_26926,HR,Item_20644,HR-32936,"April 07, 2024"
Employee_11249,Sales,Item_35466,Sal-23671,"April 28, 2024"
Employee_52331,HR,Item_59380,HR-94419,"April 11, 2024"
Employee_76174,IT,Item_19722,IT-37941,"May 02, 2024"
Employee_59061,Operations,Item_47360,Ope-43304,"April 18, 2024"
Employee_62002,HR,Item_51833,HR-39329,"April 27, 2024"
Employee_79328,Marketing,Item_44459,Mar-89143,"April 15, 2024"
Employee_95618,IT,Item_19944,IT-84767,"April 09, 2024"
Employee_88596,Marketing,Item_86622,Mar-80421,"May 02, 2024"
Employee_52222,Sales,Item_87694,Sal-85685,"April 22, 2024"
Employee_31114,Operations,Item_56793,Ope-25611,"April 17, 2024"
Employee_34416,Operations,Item_60679,Ope-65070,"April 20, 2024"
Employee_90983,R&D,Item_52012,R&D-82184,"April 07, 2024"
Employee_89261,Sales,Item_89416,Sal-21172,"April 23, 2024"
Employee_33453,Finance,Item_28917,Fin-97449,"May 04, 2024"
Employee_81506,HR,Item_48871,HR-50993,"May 01, 2024"
Employee_16307,IT,Item_44090,IT-52621,"May 03, 2024"
Employee_35025,R&D,Item_98993,R&D-13199,"April 09, 2024"
Employee_70935,Marketing,Item_27472,Mar-98355,"April 12, 2024"
Employee_33834,Marketing,Item_60451,Mar-23852,"April 22, 2024"
Employee_93375,Marketing,Item_73402,Mar-61473,"April 09, 2024"
Employee_36604,IT,Item_89229,IT-90865,"April 19, 2024"
Employee_89648,HR,Item_38986,HR-47930,"April 30, 2024"
Employee_50776,Marketing,Item_34716,Mar-84605,"April 18, 2024"
Employee_55129,Operations,Item_93558,Ope-91674,"April 08, 2024"
Employee_61527,HR,Item_97578,HR-49475,"April 15, 2024"
Employee_87693,IT,Item_16897,IT-69934,"April 20, 2024"
Employee_41672,R&D,Item_83888,R&D-98023,"April 07, 2024"
Employee_33272,Finance,Item_18161,Fin-34395,"April 17, 2024"
Employee_13368,R&D,Item_59978,R&D-41546,"April 14, 2024"
Employee_88100,IT,Item_97607,IT-96078,"May 03, 2024"
Employee_39175,R&D,Item_33855,R&D-37074,"April 18, 2024"
Employee_34911,R&D,Item_23389,R&D-20346,"April 18, 2024"
Employee_98981,Sales,Item_99414,Sal-29125,"April 11, 2024"
Employee_81205,IT,Item_61549,IT-86006,"April 23, 2024"
Employee_64731,Operations,Item_39692,Ope-86777,"May 04, 2024"
Employee_63239,HR,Item_43093,HR-44080,"April 20, 2024"
Employee_40402,HR,Item_20503,HR-49790,"April 26, 2024"
Employee_90348,Finance,Item_60317,Fin-93764,"April 26, 2024"
Employee_64660,Finance,Item_20642,Fin-80531,"April 08, 2024"
Employee_91260,Marketing,Item_31138,Mar-95196,"April 11, 2024"
Employee_19798,HR,Item_59240,HR-11883,"April 21, 2024"
Employee_82186,IT,Item_39777,IT-98560,"April 24, 2024"
Employee_96106,HR,Item_44380,HR-84050,"April 29, 2024"
Employee_19529,Finance,Item_29598,Fin-80742,"April 25, 2024"
Employee_95480,Sales,Item_40289,Sal-49955,"April 08, 2024"
Employee_19189,HR,Item_97848,HR-62322,"April 17, 2024"
Employee_94018,IT,Item_17354,IT-63428,"April 25, 2024"
Employee_32523,Marketing,Item_88979,Mar-19067,"April 10, 2024"
Employee_39985,Operations,Item_48764,Ope-76536,"April 13, 2024"
Employee_75692,HR,Item_77316,HR-15073,"April 08, 2024"
Employee_36822,HR,Item_58421,HR-84711,"May 03, 2024"
Employee_62134,IT,Item_89478,IT-74885,"April 29, 2024"
Employee_40410,Marketing,Item_84955,Mar-44971,"April 25, 2024"
Employee_68391,Sales,Item_71869,Sal-89925,"April 26, 2024"
Employee_30179,Sales,Item_36645,Sal-12021,"May 03, 2024"
Employee_10760,Operations,Item_94668,Ope-95163,"April 21, 2024"
Employee_27777,Marketing,Item_20168,Mar-98764,"April 19, 2024"
Employee_38567,Sales,Item_41998,Sal-62623,"April 27, 2024"
Employee_45732,Operations,Item_33921,Ope-37742,"April 12, 2024"
Employee_17774,HR,Item_57023,HR-86387,"April 27, 2024"
Employee_35447,Operations,Item_10835,Ope-37057,"May 06, 2024"
Employee_31469,Finance,Item_90186,Fin-98146,"April 12, 2024"
Employee_76092,R&D,Item_13174,R&D-77498,"April 16, 2024"
Employee_33311,HR,Item_40304,HR-94912,"April 17, 2024"
Employee_99228,R&D,Item_67132,R&D-75570,"April 16, 2024"
Employee_34174,Finance,Item_20071,Fin-60674,"April 16, 2024"
Employee_76003,Sales,Item_57004,Sal-93734,"April 30, 2024"
Employee_65675,R&D,Item_52839,R&D-83332,"April 07, 2024"
Employee_94102,Marketing,Item_22599,Mar-21422,"April 16, 2024"
Employee_33112,Operations,Item_55746,Ope-15778,"April 24, 2024"
Employee_69512,R&D,Item_73332,R&D-88340,"May 04, 2024"
Employee_45517,IT,Item_47658,IT-92651,"April 17, 2024"
Employee_22575,R&D,Item_40276,R&D-52364,"April 15, 2024"
Employee_56888,IT,Item_97213,IT-26378,"April 07, 2024"
Employee_67004,R&D,Item_20211,R&D-92301,"April 13, 2024"
Employee_83321,Sales,Item_18076,Sal-58034,"April 13, 2024"
Employee_45146,R&D,Item_52570,R&D-66398,"April 21, 2024"
Employee_18960,Sales,Item_59874,Sal-16475,"April 14, 2024"
Employee_32144,Finance,Item_39432,Fin-49674,"April 30, 2024"
Employee_56080,IT,Item_14795,IT-98214,"April 26, 2024"
Employee_55741,Marketing,Item_31588,Mar-72724,"April 09, 2024"
Employee_32869,R&D,Item_89454,R&D-66428,"May 04, 2024"
Employee_18146,Marketing,Item_42348,Mar-82935,"April 17, 2024"
Employee_47627,IT,Item_77511,IT-12661,"April 17, 2024"
Employee_35928,Finance,Item_51984,Fin-26559,"April 17, 2024"
Employee_98549,Operations,Item_74019,Ope-91260,"April 13, 2024"
Employee_47172,Finance,Item_25673,Fin-61513,"April 22, 2024"
Employee_34300,Operations,Item_76190,Ope-78478,"April 14, 2024"
Employee_14461,Operations,Item_73991,Ope-42561,"May 01, 2024"
Employee_90933,Marketing,Item_27951,Mar-10233,"April 29, 2024"
Employee_35026,R&D,Item_21092,R&D-71850,"April 27, 2024"
Employee_39835,Marketing,Item_27810,Mar-92617,"April 23, 2024"
Employee_69814,HR,Item_83891,HR-49252,"April 24, 2024"
Employee_60483,IT,Item_74297,IT-51439,"April 24, 2024"
Employee_75973,Finance,Item_80407,Fin-42825,"April 27, 2024"
Employee_17621,HR,Item_27664,HR-60664,"April 16, 2024"
Employee_78688,Operations,Item_27342,Ope-90561,"May 01, 2024"
Employee_16842,HR,Item_49233,HR-24384,"April 15, 2024"
Employee_70266,Finance,Item_33290,Fin-97672,"April 15, 2024"
Employee_48137,IT,Item_51488,IT-26343,"April 16, 2024"
Employee_33805,HR,Item_95910,HR-20246,"April 25, 2024"
Employee_96955,HR,Item_37699,HR-79326,"April 26, 2024"
Employee_71257,Operations,Item_73230,Ope-90505,"April 25, 2024"
Employee_97306,Marketing,Item_15480,Mar-12309,"April 30, 2024"
Employee_64665,Marketing,Item_78034,Mar-33344,"April 16, 2024"
Employee_91427,Operations,Item_56991,Ope-87595,"April 18, 2024"
Employee_65740,Finance,Item_19994,Fin-67094,"April 21, 2024"
Employee_31941,Finance,Item_87565,Fin-24466,"April 21, 2024"
Employee_47026,Marketing,Item_31654,Mar-43506,"April 11, 2024"
Employee_99414,Finance,Item_81323,Fin-40781,"April 11, 2024"
Employee_69997,HR,Item_61783,HR-45222,"May 04, 2024"
Employee_38196,HR,Item_75318,HR-66088,"April 27, 2024"
Employee_39594,Sales,Item_42287,Sal-34467,"April 17, 2024"
Employee_81267,IT,Item_11685,IT-39885,"May 03, 2024"
Employee_24288,Sales,Item_92164,Sal-62385,"April 25, 2024"
Employee_87196,Operations,Item_75401,Ope-27376,"April 28, 2024"
Employee_76097,HR,Item_18400,HR-10655,"April 28, 2024"
Employee_98742,Finance,Item_28434,Fin-73841,"April 09, 2024"
Employee_35387,R&D,Item_10283,R&D-75961,"May 06, 2024"
Employee_69760,R&D,Item_91609,R&D-24128,"April 12, 2024"
Employee_34073,Operations,Item_47955,Ope-71812,"April 19, 2024"
Employee_99318,R&D,Item_10950,R&D-60308,"April 20, 2024"
Employee_11108,Operations,Item_42384,Ope-44715,"May 01, 2024"
Employee_68401,Operations,Item_62430,Ope-70180,"April 14, 2024"
